,index,Sample id,Contig_and_Gene id,Contig id,gene_id,gene_to_int,Target accession,query_name,Accession,Seq e-value,Seq score,Seq bias,dom e-value,dom score,dom bias,exp,reg,clu,ov,env,dom,rep,inc,description of target
753,89,China.pigfarm.SRR5976187,389359_00004,389359,00004,4,-,adeA-adeI,RF0019,2.3e-11,45.4,0.6,1.6e-06,29.5,0.1,2.5,3,0,0,3,3,2,2,hypothetical protein
754,377,China.pigfarm.SRR5976187,389359_00005,389359,00005,5,-,adeC-adeK-oprM,RF0021,1.6e-09,39.2,14.1,6.1e-09,37.3,13.5,2.3,1,1,1,2,2,2,1,hypothetical protein
755,1254,China.pigfarm.SRR5976187,38938_00006,38938,00006,6,-,tet_MFS_efflux,RF0134,0.00011,23.4,39.7,0.00025,22.2,39.7,1.5,1,1,0,1,1,1,1,hypothetical protein
756,778,China.pigfarm.SRR5976187,39067_00010,39067,00010,10,-,ClassB,RF0054,0.00068,21.1,0.0,0.001,20.6,0.0,1.2,1,0,0,1,1,1,1,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase"
757,964,China.pigfarm.SRR5976187,392474_00009,392474,00009,9,-,RND_efflux,RF0115,4.6e-10,40.4,24.1,5.3e-08,33.6,8.1,2.6,3,0,0,3,3,3,2,hypothetical protein
758,1481,China.pigfarm.SRR5976187,392527_00010,392527,00010,10,-,vanT,RF0156,2.5e-22,81.4,0.2,2.8e-22,81.2,0.2,1.0,1,0,0,1,1,1,1,Alanine racemase 1
759,313,China.pigfarm.SRR5976187,393971_00004,393971,00004,4,-,adeC-adeK-oprM,RF0021,7.6e-21,76.6,12.9,2.8e-20,74.7,12.7,1.7,1,1,0,1,1,1,1,hypothetical protein
760,82,China.pigfarm.SRR5976187,393971_00005,393971,00005,5,-,adeA-adeI,RF0019,4.2e-13,51.1,8.1,2.1e-12,48.8,8.1,1.8,1,1,0,1,1,1,1,Macrolide export protein MacA
761,328,China.pigfarm.SRR5976187,394057_00001,394057,00001,1,-,adeC-adeK-oprM,RF0021,3.3e-18,67.9,16.3,4.5e-18,67.4,16.3,1.1,1,0,0,1,1,1,1,hypothetical protein
762,146,China.pigfarm.SRR5976187,394057_00002,394057,00002,2,-,MexH,RF0099,2.9e-17,65.3,5.5,2.6e-16,62.1,0.9,2.0,2,0,0,2,2,2,1,Multidrug resistance protein MdtA
763,207,China.pigfarm.SRR5976187,394057_00003,394057,00003,3,-,RND_efflux,RF0115,4.2e-240,802.0,27.7,5.1e-240,801.7,27.7,1.0,1,0,0,1,1,1,1,Swarming motility protein SwrC
764,593,China.pigfarm.SRR5976187,394553_00008,394553,00008,8,-,Chlor_Efflux_Pump,RF0051,5e-11,44.5,10.3,6.3e-11,44.1,10.3,1.0,1,0,0,1,1,1,1,putative transporter
765,0,China.pigfarm.SRR5976187,395495_00012,395495,00012,12,-,AAC3,RF0002,0.00037,21.7,0.0,0.0058,17.8,0.0,2.1,1,1,0,1,1,1,1,hypothetical protein
766,933,China.pigfarm.SRR5976187,395788_00013,395788,00013,13,-,MexH,RF0099,7.1e-05,24.5,8.5,0.46,11.9,0.3,3.5,2,2,1,3,3,3,2,hypothetical protein
767,1303,China.pigfarm.SRR5976187,39592_00008,39592,00008,8,-,vanD,RF0152,2.3e-45,157.5,0.4,3.3e-45,157.0,0.4,1.2,1,1,0,1,1,1,1,D-alanine--D-alanine ligase A
768,657,China.pigfarm.SRR5976187,396178_00001,396178,00001,1,-,ClassB,RF0054,7.3e-17,63.7,0.0,9.1e-17,63.3,0.0,1.1,1,0,0,1,1,1,1,putative protein
769,249,China.pigfarm.SRR5976187,397351_00001,397351,00001,1,-,RND_efflux,RF0115,6.3e-167,559.7,14.0,8.1e-167,559.4,14.0,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtB
770,122,China.pigfarm.SRR5976187,397351_00002,397351,00002,2,-,MexH,RF0099,7.4e-13,50.7,6.9,3.2e-08,35.5,0.8,2.1,1,1,1,2,2,2,2,Multidrug resistance protein MdtA
771,321,China.pigfarm.SRR5976187,397351_00003,397351,00003,3,-,adeC-adeK-oprM,RF0021,3.2e-19,71.2,7.2,3.7e-19,71.0,7.2,1.0,1,0,0,1,1,1,1,hypothetical protein
772,545,China.pigfarm.SRR5976187,397829_00004,397829,00004,4,-,Chlor_Acetyltrans_CAT,RF0050,3.7e-08,35.5,1.9,7e-08,34.6,0.4,2.2,2,2,1,3,3,2,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
773,1365,China.pigfarm.SRR5976187,399220_00002,399220,00002,2,-,vanH,RF0153,8.5e-37,129.0,0.0,2.9e-36,127.2,0.0,1.7,1,1,0,1,1,1,1,Glycerate dehydrogenase
774,159,China.pigfarm.SRR5976187,400769_00009,400769,00009,9,-,MexH,RF0099,1.5e-06,30.0,3.2,1.8e-06,29.7,3.2,1.0,1,0,0,1,1,1,1,hypothetical protein
775,395,China.pigfarm.SRR5976187,400769_00010,400769,00010,10,-,adeC-adeK-oprM,RF0021,6.9e-07,30.6,8.6,7.9e-06,27.1,0.1,2.4,2,0,0,2,2,2,1,hypothetical protein
776,1133,China.pigfarm.SRR5976187,40182_00006,40182,00006,6,-,tet_ribosomoal_protect,RF0135,5.7e-42,146.0,0.0,6.1e-26,93.1,0.2,2.5,1,1,1,2,2,2,2,Elongation factor 4
777,1028,China.pigfarm.SRR5976187,401955_00005,401955,00005,5,-,tet_ribosomoal_protect,RF0135,1e-75,257.5,0.0,6.9e-75,254.8,0.0,2.1,1,1,0,1,1,1,1,Elongation factor G
778,1320,China.pigfarm.SRR5976187,402070_00004,402070,00004,4,-,vanC,RF0151,2.1e-42,147.7,0.1,4.7e-41,143.2,0.1,1.9,1,1,0,1,1,1,1,D-alanine--D-alanine ligase B
779,1478,China.pigfarm.SRR5976187,403048_00008,403048,00008,8,-,vanT,RF0156,1.1e-48,168.5,0.0,1.3e-48,168.2,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1
780,1297,China.pigfarm.SRR5976187,403450_00002,403450,00002,2,-,vanD,RF0152,6.8e-46,159.2,0.1,8.3e-46,159.0,0.1,1.1,1,0,0,1,1,1,1,D-alanine--D-alanine ligase
781,1240,China.pigfarm.SRR5976187,405858_00006,405858,00006,6,-,tet_MFS_efflux,RF0134,9.2e-11,43.4,25.0,1e-05,26.8,13.8,3.1,1,1,2,3,3,3,3,hypothetical protein
782,438,China.pigfarm.SRR5976187,406941_00004,406941,00004,4,-,ClassB,RF0054,9.3e-16,60.0,0.0,1.4e-15,59.4,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC
783,1149,China.pigfarm.SRR5976187,407372_00007,407372,00007,7,-,tet_ribosomoal_protect,RF0135,6.1e-36,126.1,0.0,1.4e-21,78.7,0.1,2.5,1,1,1,2,2,2,2,Elongation factor 4
784,1476,China.pigfarm.SRR5976187,407498_00003,407498,00003,3,-,vanT,RF0156,7.6e-59,202.1,0.0,1.1e-58,201.5,0.0,1.2,1,0,0,1,1,1,1,Alanine racemase
785,317,China.pigfarm.SRR5976187,407654_00001,407654,00001,1,-,adeC-adeK-oprM,RF0021,1.2e-20,76.0,14.7,1.5e-20,75.6,14.7,1.1,1,0,0,1,1,1,1,Outer membrane protein OprM
786,1096,China.pigfarm.SRR5976187,408020_00004,408020,00004,4,-,tet_ribosomoal_protect,RF0135,4e-49,169.6,0.5,5e-34,119.8,0.4,3.1,1,1,1,3,3,3,3,GTP-binding protein TypA/BipA
787,1148,China.pigfarm.SRR5976187,40851_00001,40851,00001,1,-,tet_ribosomoal_protect,RF0135,2.2e-36,127.5,0.1,7.6e-27,96.1,0.4,2.6,2,1,1,3,3,2,2,Elongation factor 4
788,453,China.pigfarm.SRR5976187,40851_00006,40851,00006,6,-,ClassB,RF0054,3.3e-16,61.5,0.0,4e-16,61.2,0.0,1.1,1,0,0,1,1,1,1,putative protein
789,1333,China.pigfarm.SRR5976187,408854_00001,408854,00001,1,-,vanD,RF0152,3.3e-28,101.1,0.0,3.9e-28,100.9,0.0,1.0,1,0,0,1,1,1,1,D-alanine--D-alanine ligase
790,639,China.pigfarm.SRR5976187,410703_00001,410703,00001,1,-,Chlor_Phospho_CPT,RF0052,0.00028,23.0,0.0,0.00036,22.6,0.0,1.3,1,0,0,1,1,1,1,Guanylate kinase
791,529,China.pigfarm.SRR5976187,41097_00002,41097,00002,2,-,Chlor_Acetyltrans_CAT,RF0050,1.5e-13,53.1,0.0,2e-13,52.8,0.0,1.1,1,0,0,1,1,1,1,Chloramphenicol acetyltransferase
792,1185,China.pigfarm.SRR5976187,41103_00016,41103,00016,16,-,tet_ribosomoal_protect,RF0135,4.2e-31,110.1,0.0,1.8e-17,65.1,0.0,2.0,2,0,0,2,2,2,2,Elongation factor G
793,1097,China.pigfarm.SRR5976187,411207_00002,411207,00002,2,-,tet_ribosomoal_protect,RF0135,1.2e-44,154.9,0.0,9.2e-27,95.8,0.1,2.3,1,1,1,2,2,2,2,Elongation factor 4
794,608,China.pigfarm.SRR5976187,411623_00001,411623,00001,1,-,tet_MFS_efflux,RF0134,6.2e-19,70.3,30.5,3.9e-11,44.6,9.2,2.1,2,0,0,2,2,2,2,Fosmidomycin resistance protein
795,505,China.pigfarm.SRR5976187,412476_00009,412476,00009,9,-,Cfr23_rRNA_methyltrans,RF0048,4.2e-71,242.3,0.0,5.1e-71,242.1,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN
796,734,China.pigfarm.SRR5976187,412519_00004,412519,00004,4,-,ClassB,RF0054,1.2e-05,26.9,0.0,1.5e-05,26.6,0.0,1.1,1,0,0,1,1,1,1,Ribonuclease BN
797,1233,China.pigfarm.SRR5976187,412519_00005,412519,00005,5,-,tet_ribosomoal_protect,RF0135,5e-14,53.7,0.0,6.4e-14,53.4,0.0,1.1,1,0,0,1,1,1,1,Peptide chain release factor RF3
798,675,China.pigfarm.SRR5976187,414566_00006,414566,00006,6,-,ClassB,RF0054,3.8e-12,48.2,0.0,4.7e-12,47.9,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC
799,645,China.pigfarm.SRR5976187,41466_00007,41466,00007,7,-,ClassA,RF0053,1.6e-05,26.3,0.1,3.1e-05,25.4,0.1,1.6,1,1,0,1,1,1,1,D-alanyl-D-alanine carboxypeptidase DacB
800,1369,China.pigfarm.SRR5976187,415163_00005,415163,00005,5,-,vanH,RF0153,8.6e-36,125.7,0.4,3.4e-35,123.8,0.4,1.7,1,1,0,1,1,1,1,Glycerate dehydrogenase
801,418,China.pigfarm.SRR5976187,415782_00016,415782,00016,16,-,APH3',RF0173,1e-59,204.5,0.0,1.3e-59,204.2,0.0,1.1,1,0,0,1,1,1,1,Aminoglycoside 3'-phosphotransferase
802,119,China.pigfarm.SRR5976187,416368_00004,416368,00004,4,-,adeA-adeI,RF0019,1.4e-08,36.3,4.9,1.1e-06,30.0,0.0,2.5,2,1,0,2,2,2,1,Multidrug resistance protein MdtA
803,229,China.pigfarm.SRR5976187,416368_00005,416368,00005,5,-,RND_efflux,RF0115,1.3e-239,800.3,21.2,1.5e-239,800.2,21.2,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA
804,495,China.pigfarm.SRR5976187,416500_00045,416500,00045,45,-,Cfr23_rRNA_methyltrans,RF0048,1.4e-76,260.4,0.0,1.7e-76,260.1,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN
805,22,China.pigfarm.SRR5976187,416745_00002,416745,00002,2,-,adeA-adeI,RF0019,6.4e-50,172.4,12.5,7.5e-50,172.2,12.5,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtE
806,182,China.pigfarm.SRR5976187,416745_00003,416745,00003,3,-,RND_efflux,RF0115,1.3e-242,810.3,6.6,1.8e-242,809.8,6.6,1.2,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE
807,291,China.pigfarm.SRR5976187,416745_00004,416745,00004,4,-,adeC-adeK-oprM,RF0021,1.3e-69,237.4,13.3,1.5e-69,237.2,13.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM
808,1523,China.pigfarm.SRR5976187,417103_00009,417103,00009,9,-,vanZ,RF0160,2.5e-06,29.7,1.9,2.8e-06,29.6,1.2,1.4,1,1,0,1,1,1,1,hypothetical protein
809,1378,China.pigfarm.SRR5976187,417121_00008,417121,00008,8,-,vanH,RF0153,7.6e-34,119.3,0.2,3.9e-33,117.0,0.2,1.8,1,1,0,1,1,1,1,Putative 2-hydroxyacid dehydrogenase
810,1434,China.pigfarm.SRR5976187,4180_00009,4180,00009,9,-,vanH,RF0153,8.1e-15,56.8,0.2,1.2e-13,52.9,0.2,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase
811,671,China.pigfarm.SRR5976187,418239_00008,418239,00008,8,-,ClassB,RF0054,4e-13,51.4,0.1,5.5e-13,50.9,0.1,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
812,1409,China.pigfarm.SRR5976187,418310_00004,418310,00004,4,-,vanH,RF0153,4.7e-19,70.7,0.0,3.9e-14,54.5,0.0,2.4,1,1,1,2,2,2,2,Erythronate-4-phosphate dehydrogenase
813,710,China.pigfarm.SRR5976187,418850_00006,418850,00006,6,-,ClassB,RF0054,3.5e-07,31.9,0.0,5.3e-07,31.3,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein
814,1450,China.pigfarm.SRR5976187,421290_00005,421290,00005,5,-,vanT,RF0156,4.1e-79,269.0,3.3,5e-79,268.7,3.3,1.0,1,0,0,1,1,1,1,Alanine racemase 2
815,151,China.pigfarm.SRR5976187,421381_00005,421381,00005,5,-,MexA,RF0096,2.4e-07,32.1,1.4,3.5e-07,31.6,1.4,1.2,1,0,0,1,1,1,1,Multidrug resistance protein MdtA
816,216,China.pigfarm.SRR5976187,421381_00006,421381,00006,6,-,RND_efflux,RF0115,1.7e-251,839.7,21.8,2.1e-251,839.4,21.8,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA
817,1296,China.pigfarm.SRR5976187,423558_00001,423558,00001,1,-,vanC,RF0151,1.5e-45,158.0,0.3,8.5e-45,155.5,0.1,1.8,1,1,1,2,2,2,1,D-alanine--D-alanine ligase B
818,163,China.pigfarm.SRR5976187,424859_00004,424859,00004,4,-,MexA,RF0096,4.4e-06,27.9,0.2,0.00024,22.2,0.1,2.1,2,0,0,2,2,2,1,hypothetical protein
819,209,China.pigfarm.SRR5976187,424859_00005,424859,00005,5,-,RND_efflux,RF0115,9.8e-251,837.2,14.2,1.1e-250,837.0,14.2,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA
820,1205,China.pigfarm.SRR5976187,424960_00006,424960,00006,6,-,tet_ribosomoal_protect,RF0135,4.5e-14,53.9,1.3,1.6e-13,52.0,1.3,1.8,1,1,0,1,1,1,1,Elongation factor 4
821,665,China.pigfarm.SRR5976187,425298_00003,425298,00003,3,-,ClassB,RF0054,6.4e-15,57.3,0.0,7.8e-15,57.0,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC
822,796,China.pigfarm.SRR5976187,425422_00001,425422,00001,1,-,ClassC-AmpC,RF0055,3.8e-15,57.7,0.0,4.4e-14,54.2,0.0,2.0,1,1,1,2,2,2,1,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
823,488,China.pigfarm.SRR5976187,425422_00006,425422,00006,6,-,Cfr23_rRNA_methyltrans,RF0048,2.9e-84,285.7,0.0,3.6e-84,285.4,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN
824,90,China.pigfarm.SRR5976187,425731_00004,425731,00004,4,-,MexE,RF0098,1.2e-14,56.2,7.3,1e-07,33.4,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA
825,314,China.pigfarm.SRR5976187,425731_00005,425731,00005,5,-,adeC-adeK-oprM,RF0021,7.6e-21,76.6,9.2,1.1e-20,76.0,9.2,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC
826,1173,China.pigfarm.SRR5976187,426095_00007,426095,00007,7,-,tet_ribosomoal_protect,RF0135,7.8e-20,72.9,0.1,1e-19,72.5,0.1,1.1,1,0,0,1,1,1,1,Elongation factor Tu
827,423,China.pigfarm.SRR5976187,427121_00004,427121,00004,4,-,APH3',RF0173,2.8e-09,39.2,0.3,1.9e-08,36.5,0.3,1.9,1,1,0,1,1,1,1,hypothetical protein
828,701,China.pigfarm.SRR5976187,427635_00008,427635,00008,8,-,ClassB,RF0054,5.8e-08,34.5,0.0,1e-07,33.6,0.0,1.3,1,0,0,1,1,1,1,Flavo-diiron protein FprA1
829,805,China.pigfarm.SRR5976187,428385_00023,428385,00023,23,-,DHA,RF0062,1.1e-12,49.8,0.1,5.1e-08,34.5,0.1,2.1,2,0,0,2,2,2,2,putative protein
830,995,China.pigfarm.SRR5976187,428385_00026,428385,00026,26,-,tet_ribosomoal_protect,RF0135,5.2e-107,360.9,0.0,8.4e-106,356.9,0.0,2.2,1,1,0,1,1,1,1,Elongation factor G
831,40,China.pigfarm.SRR5976187,428436_00010,428436,00010,10,-,adeA-adeI,RF0019,2.4e-24,88.2,15.7,2.2e-19,71.8,14.2,2.9,2,1,0,2,2,2,2,Multidrug resistance protein MdtA
832,1458,China.pigfarm.SRR5976187,430075_00001,430075,00001,1,-,vanT,RF0156,9.4e-66,224.9,0.1,1.3e-65,224.4,0.1,1.1,1,0,0,1,1,1,1,Alanine racemase
833,386,China.pigfarm.SRR5976187,43008_00001,43008,00001,1,-,adeC-adeK-oprM,RF0021,6.1e-08,34.0,15.7,0.0005,21.1,6.3,2.9,2,1,0,2,2,2,2,hypothetical protein
834,354,China.pigfarm.SRR5976187,431043_00007,431043,00007,7,-,adeC-adeK-oprM,RF0021,7.6e-14,53.5,7.3,1.1e-13,53.0,2.3,2.5,2,1,1,3,3,3,1,hypothetical protein
835,1025,China.pigfarm.SRR5976187,43166_00002,43166,00002,2,-,tet_ribosomoal_protect,RF0135,7e-82,277.9,0.0,6e-81,274.8,0.0,2.2,1,1,0,1,1,1,1,Elongation factor G
836,1110,China.pigfarm.SRR5976187,431699_00010,431699,00010,10,-,tet_ribosomoal_protect,RF0135,2.8e-42,147.1,0.0,1.1e-27,98.8,0.0,3.1,2,1,1,3,3,3,2,Elongation factor 4
837,136,China.pigfarm.SRR5976187,431919_00002,431919,00002,2,-,MexH,RF0099,1.7e-11,46.2,0.8,2.7e-11,45.6,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein
838,254,China.pigfarm.SRR5976187,431919_00003,431919,00003,3,-,RND_efflux,RF0115,4.3e-170,570.2,19.5,4.8e-170,570.0,19.5,1.0,1,0,0,1,1,1,1,Swarming motility protein SwrC
839,269,China.pigfarm.SRR5976187,431919_00004,431919,00004,4,-,RND_efflux,RF0115,4.3e-98,331.8,0.0,2.4e-59,203.6,0.7,2.9,2,2,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA
840,360,China.pigfarm.SRR5976187,433529_00003,433529,00003,3,-,adeC-adeK-oprM,RF0021,4.7e-13,50.9,9.1,1.7e-11,45.8,7.7,2.8,1,1,1,2,2,2,1,hypothetical protein
841,149,China.pigfarm.SRR5976187,433529_00005,433529,00005,5,-,adeA-adeI,RF0019,8.6e-06,27.1,0.2,4.3e-05,24.8,0.0,1.9,2,0,0,2,2,2,1,hypothetical protein
842,917,China.pigfarm.SRR5976187,434605_00007,434605,00007,7,-,ErmB,RF0070,5.4e-05,25.1,0.0,7.9e-05,24.5,0.0,1.2,1,0,0,1,1,1,1,Release factor glutamine methyltransferase
843,1433,China.pigfarm.SRR5976187,434879_00007,434879,00007,7,-,vanH,RF0153,5e-15,57.5,0.1,5.5e-14,54.1,0.1,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase
844,1440,China.pigfarm.SRR5976187,436698_00013,436698,00013,13,-,vanH,RF0153,1.8e-12,49.1,0.0,2.7e-12,48.5,0.0,1.3,1,0,0,1,1,1,1,Glycerate dehydrogenase
845,793,China.pigfarm.SRR5976187,436819_00002,436819,00002,2,-,ClassC-AmpC,RF0055,1.5e-17,65.6,0.0,2.2e-17,65.1,0.0,1.3,1,0,0,1,1,1,1,D-aminopeptidase
846,1144,China.pigfarm.SRR5976187,436819_00006,436819,00006,6,-,tet_ribosomoal_protect,RF0135,5.7e-42,146.0,0.0,2.4e-33,117.5,0.5,3.0,2,1,1,3,3,3,3,GTP-binding protein TypA/BipA
847,1420,China.pigfarm.SRR5976187,436819_00007,436819,00007,7,-,vanH,RF0153,1.8e-17,65.5,0.7,4e-17,64.4,0.7,1.5,1,0,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase
848,1507,China.pigfarm.SRR5976187,43747_00004,43747,00004,4,-,vanX,RF0158,7.4e-31,109.6,0.5,1.3e-28,102.2,0.5,2.0,1,1,0,1,1,1,1,D-alanyl-D-alanine dipeptidase
849,80,China.pigfarm.SRR5976187,438267_00005,438267,00005,5,-,adeA-adeI,RF0019,1.6e-13,52.5,6.0,5e-09,37.7,0.1,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtA
850,627,China.pigfarm.SRR5976187,438267_00007,438267,00007,7,-,Chlor_Efflux_Pump,RF0051,0.00011,23.5,3.9,0.00011,23.5,3.9,3.8,2,2,3,5,5,5,1,Hexuronate transporter
851,165,China.pigfarm.SRR5976187,438685_00008,438685,00008,8,-,adeA-adeI,RF0019,0.00022,22.4,2.7,0.44,11.6,0.6,3.0,2,1,0,2,2,2,2,hypothetical protein
852,124,China.pigfarm.SRR5976187,439268_00010,439268,00010,10,-,adeA-adeI,RF0019,2.8e-08,35.2,5.2,1.5e-07,32.8,1.3,2.5,2,1,0,2,2,1,1,Macrolide export protein MacA
853,513,China.pigfarm.SRR5976187,439395_00006,439395,00006,6,-,Cfr23_rRNA_methyltrans,RF0048,1.1e-68,234.4,0.0,1.3e-68,234.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN
854,241,China.pigfarm.SRR5976187,440468_00026,440468,00026,26,-,RND_efflux,RF0115,5.4e-214,715.5,43.0,9.3e-177,592.3,29.7,2.1,1,1,0,2,2,2,2,Multidrug resistance protein MdtB
855,1449,China.pigfarm.SRR5976187,441063_00006,441063,00006,6,-,vanT,RF0156,2.5e-80,273.1,0.6,3.3e-80,272.7,0.6,1.0,1,0,0,1,1,1,1,Alanine racemase 1
856,1092,China.pigfarm.SRR5976187,441063_00008,441063,00008,8,-,tet_ribosomoal_protect,RF0135,1.9e-47,164.1,0.1,5.3e-36,126.3,0.2,3.0,2,1,0,3,3,3,2,GTP-binding protein TypA/BipA
857,472,China.pigfarm.SRR5976187,441460_00005,441460,00005,5,-,CfxA,RF0049,4e-206,685.4,9.4,4.5e-206,685.2,9.4,1.0,1,0,0,1,1,1,1,Extended-spectrum beta-lactamase PER-1
858,273,China.pigfarm.SRR5976187,442219_00001,442219,00001,1,-,RND_efflux,RF0115,1.9e-83,283.4,0.0,2.1e-83,283.2,0.0,1.0,1,0,0,1,1,1,1,Swarming motility protein SwrC
859,1486,China.pigfarm.SRR5976187,44381_00002,44381,00002,2,-,vanW,RF0157,1.2e-48,168.0,0.0,1.5e-48,167.8,0.0,1.0,1,0,0,1,1,1,1,Vancomycin B-type resistance protein VanW
860,570,China.pigfarm.SRR5976187,44405_00002,44405,00002,2,-,Chlor_Acetyltrans_CAT,RF0050,0.00034,22.5,0.1,0.00057,21.8,0.1,1.4,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
861,852,China.pigfarm.SRR5976187,44405_00029,44405,00029,29,-,Erm23S_rRNA_methyltrans,RF0067,2.3e-52,179.9,0.2,3.5e-52,179.3,0.2,1.2,1,0,0,1,1,1,1,Ribosomal RNA small subunit methyltransferase A
862,431,China.pigfarm.SRR5976187,444173_00017,444173,00017,17,-,ClassB,RF0054,6.7e-08,34.3,0.0,1.4e-07,33.2,0.0,1.5,1,0,0,1,1,1,1,Ribonuclease J 1
863,334,China.pigfarm.SRR5976187,44458_00003,44458,00003,3,-,adeC-adeK-oprM,RF0021,1.2e-17,66.1,11.3,1.6e-17,65.6,11.3,1.1,1,0,0,1,1,1,1,Outer membrane protein TolC
864,85,China.pigfarm.SRR5976187,44458_00004,44458,00004,4,-,MexE,RF0098,1.1e-14,56.3,6.3,8.8e-08,33.6,0.4,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK
865,653,China.pigfarm.SRR5976187,444681_00004,444681,00004,4,-,ClassB,RF0054,5.6e-18,67.3,0.0,7e-18,67.0,0.0,1.0,1,0,0,1,1,1,1,putative protein
866,680,China.pigfarm.SRR5976187,445401_00004,445401,00004,4,-,ClassB,RF0054,7.4e-11,44.0,0.0,1e-10,43.5,0.0,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
867,937,China.pigfarm.SRR5976187,446059_00003,446059,00003,3,-,MexH,RF0099,1.8e-09,39.6,8.0,7.2e-05,24.4,0.5,3.0,3,0,0,3,3,3,2,Multidrug resistance protein MdtA
868,1389,China.pigfarm.SRR5976187,446142_00001,446142,00001,1,-,vanH,RF0153,1.6e-31,111.6,0.1,2.6e-31,111.0,0.1,1.3,1,1,0,1,1,1,1,Putative 2-hydroxyacid dehydrogenase
869,153,China.pigfarm.SRR5976187,446533_00003,446533,00003,3,-,MexE,RF0098,3.6e-11,44.7,7.3,4.6e-07,31.2,0.4,2.2,1,1,1,2,2,2,2,Multidrug export protein EmrA
870,398,China.pigfarm.SRR5976187,446533_00004,446533,00004,4,-,adeC-adeK-oprM,RF0021,2.2e-06,28.9,19.7,0.012,16.6,2.3,4.7,2,2,2,5,5,5,3,hypothetical protein
871,1226,China.pigfarm.SRR5976187,447809_00007,447809,00007,7,-,tet_ribosomoal_protect,RF0135,8e-11,43.1,1.7,1.6e-09,38.8,0.6,2.5,2,1,0,2,2,2,1,Elongation factor 4
872,607,China.pigfarm.SRR5976187,447925_00006,447925,00006,6,-,Chlor_Efflux_Pump,RF0051,4e-07,31.6,7.6,4e-07,31.6,7.6,2.6,2,2,0,2,2,2,1,Hexuronate transporter
873,651,China.pigfarm.SRR5976187,44798_00002,44798,00002,2,-,ClassB,RF0054,2.9e-20,74.8,0.0,4.6e-20,74.2,0.0,1.3,1,1,0,1,1,1,1,Hydroxyacylglutathione hydrolase
874,358,China.pigfarm.SRR5976187,448501_00004,448501,00004,4,-,adeC-adeK-oprM,RF0021,3.3e-13,51.4,6.7,1.7e-12,49.1,2.3,2.1,2,0,0,2,2,2,1,hypothetical protein
875,963,China.pigfarm.SRR5976187,448675_00005,448675,00005,5,-,RND_efflux,RF0115,1.8e-13,51.7,21.8,1.6e-06,28.7,9.0,3.2,3,1,0,3,3,3,2,hypothetical protein
876,613,China.pigfarm.SRR5976187,449178_00001,449178,00001,1,-,tet_MFS_efflux,RF0134,6.8e-14,53.7,31.0,2.1e-08,35.6,8.7,2.1,2,0,0,2,2,2,2,Fosmidomycin resistance protein
877,1455,China.pigfarm.SRR5976187,44939_00006,44939,00006,6,-,vanT,RF0156,2.6e-67,230.0,0.2,6.4e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase
878,1105,China.pigfarm.SRR5976187,44939_00020,44939,00020,20,-,tet_ribosomoal_protect,RF0135,1.7e-49,170.9,0.2,3.4e-34,120.3,0.0,3.1,1,1,2,3,3,3,3,GTP-binding protein TypA/BipA
