,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
13501,308,China.pigfarm.SRR5976185_ctg_72848_00003,-,adeC-adeK-oprM,RF0021,7.9e-13,50.3,14.4,8.7e-11,43.6,14.0,3.1,1,1,1,2,2,2,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_72848,3
10639,917,China.pigfarm.SRR5976187_ctg_136676_00003,-,CMY-LAT-MOX-ACT-MIR-FOX,RF0057,7e-13,50.3,0.0,8.5e-12,46.8,0.0,2.0,2,0,0,2,2,2,1,D-aminopeptidase      ,China.pigfarm.SRR5976187,ctg_136676,3
3016,3016,China.pigfarm.SRR5976186_ctg_489900_00010,-,tet_ribosomoal_protect,RF0135,5.8e-13,50.3,0.9,9.3e-11,43.0,0.2,2.6,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976186,ctg_489900,10
4353,802,China.pigfarm.SRR5976184_ctg_265370_00002,-,CMY-LAT-MOX-ACT-MIR-FOX,RF0057,6.8e-13,50.3,0.0,8.2e-12,46.8,0.0,2.0,2,0,0,2,2,2,1,D-aminopeptidase      ,China.pigfarm.SRR5976184,ctg_265370,2
754,754,China.pigfarm.SRR5976186_ctg_260892_00001,-,ClassB,RF0054,9.2e-13,50.3,0.2,1.5e-12,49.7,0.2,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976186,ctg_260892,1
7092,329,China.pigfarm.SRR5976182_ctg_420106_00003,-,adeC-adeK-oprM,RF0021,6.2e-13,50.3,6.0,4.1e-12,47.6,4.3,2.7,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_420106,3
16397,3204,China.pigfarm.SRR5976185_ctg_319512_00004,-,vanH,RF0153,8.7e-13,50.3,0.2,1.2e-12,49.8,0.2,1.1,1,0,0,1,1,1,1,Glyoxylate/hydroxypyruvate reductase B     ,China.pigfarm.SRR5976185,ctg_319512,4
344,344,China.pigfarm.SRR5976186_ctg_682155_00001,-,adeC-adeK-oprM,RF0021,7.7e-13,50.3,14.4,8.4e-11,43.6,14.0,3.1,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_682155,1
3825,274,China.pigfarm.SRR5976184_ctg_440412_00010,-,adeC-adeK-oprM,RF0021,6.8e-13,50.3,14.7,7.8e-11,43.5,14.1,3.1,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_440412,10
15755,2562,China.pigfarm.SRR5976185_ctg_165715_00003,-,tet_MFS_efflux,RF0134,7.9e-13,50.3,29.5,6.2e-12,47.4,29.5,2.0,1,1,0,1,1,1,1,putative MFS-type transporter YhhS    ,China.pigfarm.SRR5976185,ctg_165715,3
11406,1684,China.pigfarm.SRR5976187_ctg_156528_00005,-,MexH,RF0099,1.1e-12,50.2,0.2,1.3e-12,49.9,0.2,1.0,1,0,0,1,1,1,1,Putative efflux system component YknX  ,China.pigfarm.SRR5976187,ctg_156528,5
23333,3216,China.pigfarm.SRR5976181_ctg_115149_00002,-,tet_ribosomoal_protect,RF0135,6.1e-13,50.2,0.1,1.4e-12,49.0,0.1,1.5,1,0,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_115149,2
20661,544,China.pigfarm.SRR5976181_ctg_121807_00002,-,blaI,RF0042,1.2e-12,50.2,0.0,1.3e-12,50.0,0.0,1.0,1,0,0,1,1,1,1,Methicillin resistance regulatory protein MecI  ,China.pigfarm.SRR5976181,ctg_121807,2
21882,1765,China.pigfarm.SRR5976181_ctg_703203_00003,-,MexH,RF0099,1.1e-12,50.2,2.8,8.6e-10,40.8,0.5,2.1,1,1,1,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_703203,3
14780,1587,China.pigfarm.SRR5976185_ctg_35959_00006,-,MexH,RF0099,1.2e-12,50.2,0.2,1.5e-12,49.9,0.2,1.0,1,0,0,1,1,1,1,Putative efflux system component YknX   ,China.pigfarm.SRR5976185,ctg_35959,6
11293,1571,China.pigfarm.SRR5976187_ctg_348175_00005,-,MexE,RF0098,8e-13,50.2,13.4,1.8e-05,26.0,0.0,3.5,2,1,1,3,3,3,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_348175,5
21883,1766,China.pigfarm.SRR5976181_ctg_742981_00003,-,MexH,RF0099,1.2e-12,50.2,0.4,2.3e-12,49.3,0.4,1.4,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_742981,3
5954,2403,China.pigfarm.SRR5976184_ctg_342365_00003,-,tet_MFS_efflux,RF0134,7.9e-13,50.2,28.5,1e-12,49.8,28.5,1.0,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_342365,3
7093,330,China.pigfarm.SRR5976182_ctg_615130_00014,-,adeC-adeK-oprM,RF0021,6.5e-13,50.2,3.4,6.5e-13,50.2,3.4,2.8,1,1,2,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_615130,14
8063,1300,China.pigfarm.SRR5976182_ctg_128480_00003,-,MexE,RF0098,7e-13,50.1,7.4,2.5e-07,31.8,0.2,2.8,1,1,1,3,3,3,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976182,ctg_128480,3
23334,3217,China.pigfarm.SRR5976181_ctg_348855_00001,-,tet_ribosomoal_protect,RF0135,6.6e-13,50.1,3.2,2.8e-12,48.1,0.4,2.4,2,0,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_348855,1
1677,1677,China.pigfarm.SRR5976186_ctg_354143_00001,-,MexH,RF0099,1.3e-12,50.1,1.7,1.5e-12,49.9,1.7,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976186,ctg_354143,1
624,624,China.pigfarm.SRR5976186_ctg_308987_00017,-,Chlor_Efflux_Pump,RF0051,1.1e-12,50.1,22.8,7.4e-08,34.1,7.4,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtG   ,China.pigfarm.SRR5976186,ctg_308987,17
23072,2955,China.pigfarm.SRR5976181_ctg_9918_00001,-,tet_MFS_efflux,RF0134,8.9e-13,50.1,28.3,1.1e-12,49.8,28.3,1.0,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_9918,1
16935,364,China.pigfarm.SRR5976183_ctg_653801_00003,-,adeC-adeK-oprM,RF0021,8.6e-13,50.1,5.9,3.2e-12,48.3,0.9,2.8,1,1,2,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_653801,3
13502,309,China.pigfarm.SRR5976185_ctg_575860_00002,-,adeC-adeK-oprM,RF0021,9.2e-13,50.1,6.2,7.5e-12,47.1,4.3,2.8,1,1,1,2,2,2,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_575860,2
10091,369,China.pigfarm.SRR5976187_ctg_165970_00004,-,adeC-adeK-oprM,RF0021,8.8e-13,50.0,7.7,4.6e-10,41.0,5.2,3.6,2,1,1,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_165970,4
6641,3090,China.pigfarm.SRR5976184_ctg_386247_00001,-,vanW,RF0157,1.2e-12,50.0,0.0,2.2e-12,49.1,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_386247,1
6582,3031,China.pigfarm.SRR5976184_ctg_479819_00030,-,vanH,RF0153,9.4e-13,50.0,0.6,1.6e-12,49.2,0.6,1.3,1,0,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976184,ctg_479819,30
20556,439,China.pigfarm.SRR5976181_ctg_704512_00002,-,adeC-adeK-oprM,RF0021,9.6e-13,50.0,7.7,5e-10,41.0,5.2,3.6,2,1,1,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_704512,2
5029,1478,China.pigfarm.SRR5976184_ctg_137410_00003,-,MexH,RF0099,1.2e-12,50.0,15.0,2.2e-10,42.5,15.0,2.2,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_137410,3
19957,3386,China.pigfarm.SRR5976183_ctg_83551_00080,-,vanH,RF0153,1e-12,50.0,0.6,1.7e-12,49.2,0.6,1.3,1,0,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976183,ctg_83551,80
23848,3731,China.pigfarm.SRR5976181_ctg_147532_00008,-,APH3'',RF0172,1.3e-12,50.0,0.6,1.3e-11,46.7,0.6,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_147532,8
16398,3205,China.pigfarm.SRR5976185_ctg_399818_00001,-,vanH,RF0153,1.1e-12,50.0,0.3,1.7e-12,49.3,0.3,1.3,1,0,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase      ,China.pigfarm.SRR5976185,ctg_399818,1
20090,3519,China.pigfarm.SRR5976183_ctg_471388_00052,-,APH3'',RF0172,1.3e-12,50.0,0.5,9.4e-12,47.2,0.5,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976183,ctg_471388,52
3361,3361,China.pigfarm.SRR5976186_ctg_437032_00002,-,vanH,RF0153,1.1e-12,50.0,0.6,1.8e-12,49.2,0.6,1.3,1,0,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976186,ctg_437032,2
15756,2563,China.pigfarm.SRR5976185_ctg_698089_00004,-,tet_MFS_efflux,RF0134,9.8e-13,50.0,18.4,1.5e-12,49.4,18.4,1.2,1,0,0,1,1,1,1,Hexuronate transporter      ,China.pigfarm.SRR5976185,ctg_698089,4
3017,3017,China.pigfarm.SRR5976186_ctg_701261_00005,-,tet_ribosomoal_protect,RF0135,7.3e-13,50.0,0.1,9.6e-13,49.6,0.1,1.1,1,0,0,1,1,1,1,Elongation factor Tu    ,China.pigfarm.SRR5976186,ctg_701261,5
13503,310,China.pigfarm.SRR5976185_ctg_159950_00005,-,adeC-adeK-oprM,RF0021,9.9e-13,50.0,7.7,5.1e-10,41.0,5.2,3.6,2,1,1,3,3,3,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_159950,5
7094,331,China.pigfarm.SRR5976182_ctg_662355_00006,-,adeC-adeK-oprM,RF0021,7.6e-13,50.0,20.4,3.1e-09,38.1,18.2,3.4,2,1,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_662355,6
10447,725,China.pigfarm.SRR5976187_ctg_213557_00002,-,ClassB,RF0054,1.2e-12,49.9,0.0,1.7e-12,49.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976187,ctg_213557,2
11407,1685,China.pigfarm.SRR5976187_ctg_496321_00005,-,MexH,RF0099,1.3e-12,49.9,2.2,1.5e-12,49.7,2.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_496321,5
21504,1387,China.pigfarm.SRR5976181_ctg_179204_00005,-,MexA,RF0096,1e-12,49.9,11.4,1.6e-05,26.2,0.1,3.1,1,1,2,3,3,3,3,Multidrug export protein EmrA   ,China.pigfarm.SRR5976181,ctg_179204,5
10448,726,China.pigfarm.SRR5976187_ctg_213924_00005,-,ClassB,RF0054,1.2e-12,49.9,0.0,1.5e-12,49.6,0.0,1.2,1,1,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976187,ctg_213924,5
13859,666,China.pigfarm.SRR5976185_ctg_146881_00015,-,ClassB,RF0054,1.3e-12,49.9,0.0,1.9e-12,49.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ     ,China.pigfarm.SRR5976185,ctg_146881,15
7219,456,China.pigfarm.SRR5976182_ctg_401037_00004,-,Chlor_Acetyltrans_CAT,RF0050,1.3e-12,49.9,1.0,5.4e-12,47.8,0.9,2.0,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976182,ctg_401037,4
6729,3178,China.pigfarm.SRR5976184_ctg_425054_00003,-,APH3'',RF0172,1.3e-12,49.9,0.7,1.3e-11,46.6,0.7,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_425054,3
3526,3526,China.pigfarm.SRR5976186_ctg_233372_00003,-,APH3'',RF0172,1.4e-12,49.9,0.7,1.5e-11,46.6,0.7,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976186,ctg_233372,3
12682,2960,China.pigfarm.SRR5976187_ctg_254619_00007,-,tet_ribosomoal_protect,RF0135,7.1e-13,49.9,0.0,1.8e-11,45.2,0.0,2.3,2,0,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_254619,7
3826,275,China.pigfarm.SRR5976184_ctg_381445_00004,-,adeC-adeK-oprM,RF0021,8.9e-13,49.9,7.6,4.4e-10,41.1,5.1,3.6,2,1,1,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_381445,4
13168,3446,China.pigfarm.SRR5976187_ctg_546521_00003,-,APH3'',RF0172,1.3e-12,49.9,0.7,1.3e-11,46.6,0.7,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976187,ctg_546521,3
21043,926,China.pigfarm.SRR5976181_ctg_461975_00011,-,ClassC-AmpC,RF0055,9.6e-13,49.9,0.0,5.8e-11,44.0,0.0,2.4,2,0,0,2,2,2,1,Beta-hexosaminidase      ,China.pigfarm.SRR5976181,ctg_461975,11
20091,3520,China.pigfarm.SRR5976183_ctg_585152_00005,-,APH3'',RF0172,1.4e-12,49.9,0.7,1.4e-11,46.6,0.7,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976183,ctg_585152,5
10092,370,China.pigfarm.SRR5976187_ctg_529638_00004,-,adeC-adeK-oprM,RF0021,9.1e-13,49.9,6.2,5.3e-12,47.4,4.6,2.7,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_529638,4
17296,725,China.pigfarm.SRR5976183_ctg_390270_00005,-,ClassB,RF0054,1.3e-12,49.9,0.0,1.6e-12,49.6,0.0,1.2,1,1,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976183,ctg_390270,5
6208,2657,China.pigfarm.SRR5976184_ctg_293266_00003,-,tet_ribosomoal_protect,RF0135,6.8e-13,49.9,1.9,1.1e-11,45.9,0.1,2.6,2,1,0,3,3,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_293266,3
13505,312,China.pigfarm.SRR5976185_ctg_345549_00002,-,adeC-adeK-oprM,RF0021,1.1e-12,49.9,7.0,3.6e-12,48.1,3.2,2.0,2,0,0,2,2,2,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_345549,2
9341,2578,China.pigfarm.SRR5976182_ctg_201613_00001,-,tet_ribosomoal_protect,RF0135,6.6e-13,49.8,0.2,3.8e-12,47.3,0.3,2.0,2,0,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_201613,1
7861,1098,China.pigfarm.SRR5976182_ctg_615821_00003,-,MexA,RF0096,8.4e-13,49.8,11.5,1.3e-05,26.1,0.1,3.1,1,1,2,3,3,3,3,Multidrug export protein EmrA   ,China.pigfarm.SRR5976182,ctg_615821,3
21626,1509,China.pigfarm.SRR5976181_ctg_645739_00005,-,MexC,RF0097,1.2e-12,49.8,0.9,0.0014,19.9,0.0,3.2,3,0,0,3,3,3,3,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_645739,5
10675,953,China.pigfarm.SRR5976187_ctg_428385_00023,-,DHA,RF0062,1.1e-12,49.8,0.1,5.1e-08,34.5,0.1,2.1,2,0,0,2,2,2,2,putative protein     ,China.pigfarm.SRR5976187,ctg_428385,23
9340,2577,China.pigfarm.SRR5976182_ctg_700053_00007,-,tet_ribosomoal_protect,RF0135,6.5e-13,49.8,0.5,3.4e-12,47.4,0.2,2.2,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_700053,7
20016,3445,China.pigfarm.SRR5976183_ctg_432354_00003,-,vanW,RF0157,1.5e-12,49.8,0.0,2.9e-12,48.9,0.0,1.4,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_432354,3
13688,495,China.pigfarm.SRR5976185_ctg_1843_00003,-,Chlor_Acetyltrans_CAT,RF0050,1.7e-12,49.8,0.1,3e-12,49.0,0.1,1.4,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase      ",China.pigfarm.SRR5976185,ctg_1843,3
4153,602,China.pigfarm.SRR5976184_ctg_287378_00032,-,ClassB,RF0054,1.2e-12,49.8,0.0,1.6e-12,49.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976184,ctg_287378,32
16004,2811,China.pigfarm.SRR5976185_ctg_39813_00027,-,tet_ribosomoal_protect,RF0135,8.7e-13,49.8,1.9,4.1e-11,44.2,0.2,2.5,1,1,1,2,2,2,1,Elongation factor 4     ,China.pigfarm.SRR5976185,ctg_39813,27
21884,1767,China.pigfarm.SRR5976181_ctg_512986_00003,-,MexH,RF0099,1.5e-12,49.8,7.6,2e-12,49.4,7.6,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_512986,3
18144,1573,China.pigfarm.SRR5976183_ctg_375485_00003,-,MexE,RF0098,1.1e-12,49.8,2.1,5.5e-06,27.8,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976183,ctg_375485,3
16936,365,China.pigfarm.SRR5976183_ctg_198955_00005,-,adeC-adeK-oprM,RF0021,1.1e-12,49.8,11.7,7.4e-12,47.1,1.1,2.8,1,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_198955,5
17127,556,China.pigfarm.SRR5976183_ctg_537277_00007,-,Chlor_Acetyltrans_CAT,RF0050,1.6e-12,49.8,0.1,2.9e-12,49.0,0.1,1.4,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976183,ctg_537277,7
13860,667,China.pigfarm.SRR5976185_ctg_460999_00006,-,ClassB,RF0054,1.3e-12,49.8,0.0,1.8e-12,49.5,0.0,1.2,1,0,0,1,1,1,1,putative metallo-hydrolase      ,China.pigfarm.SRR5976185,ctg_460999,6
13861,668,China.pigfarm.SRR5976185_ctg_429287_00004,-,ClassB,RF0054,1.4e-12,49.8,0.0,1.9e-12,49.3,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC     ,China.pigfarm.SRR5976185,ctg_429287,4
12683,2961,China.pigfarm.SRR5976187_ctg_649493_00006,-,tet_ribosomoal_protect,RF0135,7.9e-13,49.8,4.4,2.4e-11,44.9,0.5,2.4,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_649493,6
13271,78,China.pigfarm.SRR5976185_ctg_351827_00002,-,adeA-adeI,RF0019,1.2e-12,49.8,10.4,4.2e-09,38.1,7.7,3.6,1,1,1,2,2,2,2,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_351827,2
7377,614,China.pigfarm.SRR5976182_ctg_243701_00017,-,ClassB,RF0054,1e-12,49.8,0.0,1.4e-12,49.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976182,ctg_243701,17
14692,1499,China.pigfarm.SRR5976185_ctg_40937_00017,-,MexE,RF0098,1.2e-12,49.8,2.1,5.7e-06,27.8,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA    ,China.pigfarm.SRR5976185,ctg_40937,17
17297,726,China.pigfarm.SRR5976183_ctg_41542_00010,-,ClassB,RF0054,1.3e-12,49.8,0.0,1.8e-12,49.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976183,ctg_41542,10
1574,1574,China.pigfarm.SRR5976186_ctg_410021_00006,-,MexE,RF0098,1.1e-12,49.8,2.1,5.5e-06,27.8,0.4,2.1,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976186,ctg_410021,6
6583,3032,China.pigfarm.SRR5976184_ctg_138438_00004,-,vanH,RF0153,1.1e-12,49.8,0.7,3.6e-12,48.0,0.2,2.0,2,0,0,2,2,2,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976184,ctg_138438,4
9342,2579,China.pigfarm.SRR5976182_ctg_133902_00002,-,tet_ribosomoal_protect,RF0135,6.7e-13,49.7,4.4,2e-11,44.9,0.5,2.4,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_133902,2
3018,3018,China.pigfarm.SRR5976186_ctg_474964_00002,-,tet_ribosomoal_protect,RF0135,8.8e-13,49.7,3.2,3.2e-11,44.6,0.5,2.5,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976186,ctg_474964,2
9343,2580,China.pigfarm.SRR5976182_ctg_665516_00001,-,tet_ribosomoal_protect,RF0135,7e-13,49.7,1.0,1.1e-10,42.5,0.3,2.9,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_665516,1
16005,2812,China.pigfarm.SRR5976185_ctg_596653_00005,-,tet_ribosomoal_protect,RF0135,8.9e-13,49.7,0.6,3.3e-12,47.9,0.4,2.0,2,0,0,2,2,1,1,Elongation factor 4     ,China.pigfarm.SRR5976185,ctg_596653,5
3827,276,China.pigfarm.SRR5976184_ctg_14110_00004,-,adeC-adeK-oprM,RF0021,1e-12,49.7,9.2,1.7e-10,42.4,4.8,2.1,1,1,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_14110,4
625,625,China.pigfarm.SRR5976186_ctg_566283_00007,-,Chlor_Efflux_Pump,RF0051,1.4e-12,49.7,6.2,1.8e-12,49.3,6.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtL   ,China.pigfarm.SRR5976186,ctg_566283,7
13993,800,China.pigfarm.SRR5976185_ctg_261876_00001,-,ClassC-AmpC,RF0055,1.2e-12,49.7,0.0,8.1e-12,46.9,0.0,2.1,2,1,1,3,3,3,1,Penicillin-binding protein 4*     ,China.pigfarm.SRR5976185,ctg_261876,1
345,345,China.pigfarm.SRR5976186_ctg_253556_00007,-,adeC-adeK-oprM,RF0021,1.2e-12,49.7,22.8,2.4e-10,42.1,17.0,2.7,1,1,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_253556,7
20557,440,China.pigfarm.SRR5976181_ctg_218065_00005,-,adeC-adeK-oprM,RF0021,1.2e-12,49.7,1.5,1.2e-12,49.7,1.5,2.5,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_218065,5
3828,277,China.pigfarm.SRR5976184_ctg_528276_00005,-,adeC-adeK-oprM,RF0021,1.1e-12,49.6,6.3,7.9e-12,46.8,4.7,2.7,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_528276,5
23335,3218,China.pigfarm.SRR5976181_ctg_78077_00002,-,tet_ribosomoal_protect,RF0135,9.6e-13,49.6,0.1,2.1e-12,48.4,0.1,1.5,1,0,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_78077,2
10093,371,China.pigfarm.SRR5976187_ctg_181253_00008,-,adeC-adeK-oprM,RF0021,1.2e-12,49.6,19.4,1.9e-12,48.9,19.4,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_181253,8
755,755,China.pigfarm.SRR5976186_ctg_230680_00006,-,ClassB,RF0054,1.5e-12,49.6,0.0,1.9e-12,49.3,0.0,1.0,1,0,0,1,1,1,1,putative protein     ,China.pigfarm.SRR5976186,ctg_230680,6
23714,3597,China.pigfarm.SRR5976181_ctg_197668_00003,-,vanH,RF0153,1.4e-12,49.6,0.0,7e-12,47.3,0.0,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976181,ctg_197668,3
20904,787,China.pigfarm.SRR5976181_ctg_372823_00003,-,ClassB,RF0054,1.5e-12,49.6,0.0,2.2e-12,49.1,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_372823,3
9665,2902,China.pigfarm.SRR5976182_ctg_323450_00007,-,vanW,RF0157,1.4e-12,49.6,0.0,2.5e-12,48.7,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_323450,7
16006,2813,China.pigfarm.SRR5976185_ctg_493274_00002,-,tet_ribosomoal_protect,RF0135,9.8e-13,49.6,0.1,2.2e-12,48.4,0.1,1.5,1,0,0,1,1,1,1,Elongation factor 4     ,China.pigfarm.SRR5976185,ctg_493274,2
19958,3387,China.pigfarm.SRR5976183_ctg_18541_00003,-,vanH,RF0153,1.3e-12,49.6,0.0,6.9e-12,47.3,0.0,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976183,ctg_18541,3
20558,441,China.pigfarm.SRR5976181_ctg_610451_00004,-,adeC-adeK-oprM,RF0021,1.2e-12,49.6,6.3,8.9e-12,46.8,4.7,2.7,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_610451,4
12684,2962,China.pigfarm.SRR5976187_ctg_164932_00004,-,tet_ribosomoal_protect,RF0135,8.8e-13,49.6,0.1,2e-12,48.4,0.1,1.5,1,0,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_164932,4
9344,2581,China.pigfarm.SRR5976182_ctg_246009_00002,-,tet_ribosomoal_protect,RF0135,7.4e-13,49.6,0.1,1.7e-12,48.4,0.1,1.5,1,0,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976182,ctg_246009,2
3362,3362,China.pigfarm.SRR5976186_ctg_236277_00006,-,vanH,RF0153,1.4e-12,49.6,0.0,7e-12,47.3,0.0,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976186,ctg_236277,6
13039,3317,China.pigfarm.SRR5976187_ctg_187826_00013,-,vanH,RF0153,1.2e-12,49.6,0.0,6.4e-12,47.3,0.0,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976187,ctg_187826,13
346,346,China.pigfarm.SRR5976186_ctg_438330_00003,-,adeC-adeK-oprM,RF0021,1.2e-12,49.6,5.4,9.1e-12,46.8,2.4,2.8,1,1,2,3,3,3,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_438330,3
13506,313,China.pigfarm.SRR5976185_ctg_417973_00001,-,adeC-adeK-oprM,RF0021,1.3e-12,49.6,16.7,2.1e-09,39.1,17.3,3.1,2,1,0,2,2,2,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_417973,1
