,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
1953,China.pigfarm.SRR5976187_ctg_702845_00019,-,ClassC-AmpC,RF0055,2.7e-12,48.3,0.0,1.5e-09,39.2,0.0,2.4,3,0,0,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_702845,19
1954,China.pigfarm.SRR5976187_ctg_414566_00006,-,ClassB,RF0054,3.8e-12,48.2,0.0,4.7e-12,47.9,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976187,ctg_414566,6
1955,China.pigfarm.SRR5976181_ctg_322553_00019,-,MexH,RF0099,4.7e-12,48.2,1.3,6e-12,47.9,1.3,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcB   ,China.pigfarm.SRR5976181,ctg_322553,19
1956,China.pigfarm.SRR5976187_ctg_625344_00010,-,ClassB,RF0054,3.7e-12,48.2,0.0,4.6e-12,47.9,0.0,1.0,1,0,0,1,1,1,1,putative protein     ,China.pigfarm.SRR5976187,ctg_625344,10
1957,China.pigfarm.SRR5976181_ctg_448306_00005,-,ClassB,RF0054,4e-12,48.2,0.0,5e-12,47.9,0.0,1.0,1,0,0,1,1,1,1,putative protein     ,China.pigfarm.SRR5976181,ctg_448306,5
1958,China.pigfarm.SRR5976187_ctg_63502_00007,-,MexE,RF0098,3.1e-12,48.2,1.7,2.2e-05,25.7,0.3,2.1,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976187,ctg_63502,7
1959,China.pigfarm.SRR5976181_ctg_77535_00009,-,RND_efflux,RF0115,2.5e-12,48.1,8.0,2.9e-12,47.9,8.0,1.0,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_77535,9
1960,China.pigfarm.SRR5976181_ctg_369089_00005,-,tet_ribosomoal_protect,RF0135,2.7e-12,48.1,0.9,2.7e-12,48.1,0.9,3.2,3,1,1,4,4,3,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_369089,5
1961,China.pigfarm.SRR5976181_ctg_165535_00003,-,tet_ribosomoal_protect,RF0135,2.7e-12,48.1,0.0,4.8e-12,47.3,0.0,1.4,1,1,0,1,1,1,1,Selenocysteine-specific elongation factor    ,China.pigfarm.SRR5976181,ctg_165535,3
1962,China.pigfarm.SRR5976181_ctg_292780_00002,-,MexH,RF0099,5.4e-12,48.0,6.0,4.1e-11,45.1,0.3,2.1,2,0,0,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_292780,2
1963,China.pigfarm.SRR5976187_ctg_566900_00008,-,adeA-adeI,RF0019,4e-12,47.9,7.9,2e-11,45.6,7.9,1.8,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_566900,8
1964,China.pigfarm.SRR5976181_ctg_420505_00005,-,tet_ribosomoal_protect,RF0135,3.4e-12,47.8,0.5,1.4e-10,42.4,0.1,2.6,2,0,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_420505,5
1965,China.pigfarm.SRR5976187_ctg_503617_00005,-,vanW,RF0157,5.7e-12,47.8,0.0,1.1e-11,46.8,0.0,1.4,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_503617,5
1966,China.pigfarm.SRR5976181_ctg_512488_00001,-,adeC-adeK-oprM,RF0021,4.5e-12,47.8,0.9,6.4e-11,44.0,0.5,2.0,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_512488,1
1967,China.pigfarm.SRR5976181_ctg_592264_00003,-,adeC-adeK-oprM,RF0021,4.5e-12,47.8,14.1,6e-10,40.8,14.1,3.9,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_592264,3
1968,China.pigfarm.SRR5976181_ctg_27843_00008,-,adeA-adeI,RF0019,5.3e-12,47.7,8.0,2.5e-11,45.4,8.1,1.8,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976181,ctg_27843,8
1969,China.pigfarm.SRR5976181_ctg_175153_00013,-,Chlor_Acetyltrans_CAT,RF0050,7.8e-12,47.7,0.3,2e-11,46.3,0.2,1.6,1,1,1,2,2,2,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976181,ctg_175153,13
1970,China.pigfarm.SRR5976181_ctg_765356_00020,-,APH3'',RF0172,7e-12,47.6,0.5,7e-11,44.3,0.5,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_765356,20
1971,China.pigfarm.SRR5976181_ctg_561682_00007,-,MexH,RF0099,7.8e-12,47.5,15.9,1.4e-10,43.3,15.9,2.1,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_561682,7
1972,China.pigfarm.SRR5976187_ctg_87306_00007,-,tet_MFS_efflux,RF0134,5.3e-12,47.5,36.7,5.3e-12,47.5,36.7,1.4,1,1,1,2,2,2,1,Enterobactin exporter EntS    ,China.pigfarm.SRR5976187,ctg_87306,7
1973,China.pigfarm.SRR5976181_ctg_128887_00007,-,adeA-adeI,RF0019,5.9e-12,47.5,3.8,1.4e-11,46.3,3.8,1.5,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_128887,7
1974,China.pigfarm.SRR5976187_ctg_57027_00002,-,tet_MFS_efflux,RF0134,5e-12,47.5,29.2,6.2e-12,47.2,29.2,1.1,1,0,0,1,1,1,1,Multidrug resistance protein MdtG   ,China.pigfarm.SRR5976187,ctg_57027,2
1975,China.pigfarm.SRR5976181_ctg_644766_00002,-,ClassC-AmpC,RF0055,5.4e-12,47.5,0.0,8.6e-06,27.0,0.0,2.1,2,0,0,2,2,2,2,putative protein     ,China.pigfarm.SRR5976181,ctg_644766,2
1976,China.pigfarm.SRR5976181_ctg_607754_00004,-,tet_ribosomoal_protect,RF0135,4.5e-12,47.4,0.2,9.3e-12,46.3,0.2,1.5,1,1,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_607754,4
1977,China.pigfarm.SRR5976181_ctg_98444_00015,-,Chlor_Efflux_Pump,RF0051,6.9e-12,47.4,28.4,2.2e-08,35.9,10.8,2.2,2,0,0,2,2,2,2,D-xylose-proton symporter     ,China.pigfarm.SRR5976181,ctg_98444,15
1978,China.pigfarm.SRR5976181_ctg_125707_00008,-,MexE,RF0098,6.3e-12,47.4,1.3,2e-11,45.7,0.7,1.9,2,1,0,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_125707,8
1979,China.pigfarm.SRR5976181_ctg_621307_00020,-,tet_ribosomoal_protect,RF0135,4.4e-12,47.4,3.6,4.8e-10,40.7,0.4,2.9,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_621307,20
1980,China.pigfarm.SRR5976181_ctg_682429_00001,-,tet_ribosomoal_protect,RF0135,4.8e-12,47.3,1.0,2.1e-10,41.8,0.3,2.6,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_682429,1
1981,China.pigfarm.SRR5976181_ctg_331103_00005,-,MexH,RF0099,8.8e-12,47.3,2.0,8.8e-12,47.3,2.0,2.3,1,1,1,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_331103,5
1982,China.pigfarm.SRR5976181_ctg_221818_00005,-,Chlor_Acetyltrans_CAT,RF0050,9.9e-12,47.3,0.0,1.6e-11,46.6,0.0,1.3,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976181,ctg_221818,5
1983,China.pigfarm.SRR5976181_ctg_722042_00005,-,ClassB,RF0054,8.3e-12,47.2,0.0,1.1e-11,46.8,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_722042,5
1984,China.pigfarm.SRR5976187_ctg_330300_00037,-,tet_ribosomoal_protect,RF0135,4.7e-12,47.2,3.6,4.4e-10,40.7,0.4,2.8,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_330300,37
1985,China.pigfarm.SRR5976181_ctg_248220_00030,-,Chlor_Efflux_Pump,RF0051,8.5e-12,47.1,20.2,5.9e-10,41.1,7.6,2.1,1,1,1,2,2,2,2,Multidrug resistance protein MdtG   ,China.pigfarm.SRR5976181,ctg_248220,30
1986,China.pigfarm.SRR5976181_ctg_767298_00001,-,Chlor_Efflux_Pump,RF0051,8.4e-12,47.1,31.5,1.1e-11,46.8,31.5,1.0,1,0,0,1,1,1,1,putative transporter     ,China.pigfarm.SRR5976181,ctg_767298,1
1987,China.pigfarm.SRR5976187_ctg_179076_00028,-,Chlor_Efflux_Pump,RF0051,7.7e-12,47.1,20.2,5.4e-10,41.1,7.6,2.1,1,1,1,2,2,2,2,Multidrug resistance protein MdtG   ,China.pigfarm.SRR5976187,ctg_179076,28
1988,China.pigfarm.SRR5976187_ctg_138606_00004,-,tet_ribosomoal_protect,RF0135,5.7e-12,46.9,1.6,1.9e-11,45.2,1.6,1.7,1,1,0,1,1,1,1,Translation initiation factor IF-2   ,China.pigfarm.SRR5976187,ctg_138606,4
1989,China.pigfarm.SRR5976187_ctg_318386_00018,-,tet_ribosomoal_protect,RF0135,5.7e-12,46.9,1.1,1.9e-11,45.2,1.1,1.7,1,1,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_318386,18
1990,China.pigfarm.SRR5976181_ctg_15914_00009,-,tet_ribosomoal_protect,RF0135,6.2e-12,46.9,1.6,2e-11,45.2,1.6,1.7,1,1,0,1,1,1,1,Translation initiation factor IF-2   ,China.pigfarm.SRR5976181,ctg_15914,9
1991,China.pigfarm.SRR5976181_ctg_514913_00007,-,adeC-adeK-oprM,RF0021,8.2e-12,46.9,11.4,2.6e-10,42.0,10.1,2.0,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_514913,7
1992,China.pigfarm.SRR5976181_ctg_460496_00008,-,tet_ribosomoal_protect,RF0135,6.2e-12,46.9,1.1,2.1e-11,45.2,1.1,1.7,1,1,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_460496,8
1993,China.pigfarm.SRR5976181_ctg_222123_00001,-,adeC-adeK-oprM,RF0021,8.4e-12,46.9,10.6,1.2e-11,46.3,10.6,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC   ,China.pigfarm.SRR5976181,ctg_222123,1
1994,China.pigfarm.SRR5976187_ctg_576662_00003,-,tet_ribosomoal_protect,RF0135,6.4e-12,46.8,0.0,3.1e-11,44.5,0.0,2.1,2,0,0,2,2,1,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_576662,3
1995,China.pigfarm.SRR5976181_ctg_486473_00015,-,RND_efflux,RF0115,5.9e-12,46.8,31.3,4e-07,30.8,7.3,2.2,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_486473,15
1996,China.pigfarm.SRR5976181_ctg_282134_00017,-,norA,RF0109,1.3e-11,46.8,9.7,1.3e-11,46.8,9.7,1.7,2,0,0,2,2,2,1,putative glucarate transporter    ,China.pigfarm.SRR5976181,ctg_282134,17
1997,China.pigfarm.SRR5976181_ctg_417926_00004,-,adeC-adeK-oprM,RF0021,9.5e-12,46.7,10.3,7.4e-11,43.8,7.7,2.6,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_417926,4
1998,China.pigfarm.SRR5976181_ctg_217939_00005,-,adeA-adeI,RF0019,1e-11,46.7,3.3,8.9e-05,23.8,0.0,3.2,2,1,1,3,3,3,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_217939,5
1999,China.pigfarm.SRR5976187_ctg_570226_00003,-,tet_ribosomoal_protect,RF0135,6.4e-12,46.7,0.0,1.3e-11,45.7,0.0,1.4,1,0,0,1,1,1,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_570226,3
2000,China.pigfarm.SRR5976181_ctg_670163_00014,-,APH3'',RF0172,1.4e-11,46.6,0.6,1.4e-10,43.4,0.6,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_670163,14
2001,China.pigfarm.SRR5976181_ctg_671001_00001,-,tet_ribosomoal_protect,RF0135,7.7e-12,46.6,3.1,7.8e-11,43.3,0.6,2.6,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_671001,1
2002,China.pigfarm.SRR5976187_ctg_198972_00004,-,tet_ribosomoal_protect,RF0135,7e-12,46.6,3.1,7.1e-11,43.3,0.6,2.6,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_198972,4
2003,China.pigfarm.SRR5976181_ctg_501033_00007,-,ClassB,RF0054,1.4e-11,46.5,0.0,5.7e-10,41.2,0.0,2.1,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_501033,7
2004,China.pigfarm.SRR5976187_ctg_476495_00004,-,tet_ribosomoal_protect,RF0135,7.3e-12,46.5,0.3,1.3e-10,42.4,0.2,2.4,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_476495,4
2005,China.pigfarm.SRR5976181_ctg_30439_00006,-,tet_ribosomoal_protect,RF0135,8e-12,46.5,0.3,1.4e-10,42.4,0.2,2.4,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_30439,6
2006,China.pigfarm.SRR5976187_ctg_387834_00002,-,tet_MFS_efflux,RF0134,1.1e-11,46.4,31.3,1.8e-11,45.7,31.3,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_387834,2
2007,China.pigfarm.SRR5976187_ctg_8079_00004,-,norA,RF0109,1.7e-11,46.4,9.8,1.7e-11,46.4,9.8,1.7,2,0,0,2,2,2,1,putative glucarate transporter    ,China.pigfarm.SRR5976187,ctg_8079,4
2008,China.pigfarm.SRR5976187_ctg_168013_00002,-,tet_ribosomoal_protect,RF0135,8.4e-12,46.4,0.6,4.9e-06,27.3,0.1,3.0,2,1,1,3,3,3,2,Selenocysteine-specific elongation factor    ,China.pigfarm.SRR5976187,ctg_168013,2
2009,China.pigfarm.SRR5976187_ctg_498293_00001,-,adeC-adeK-oprM,RF0021,1.1e-11,46.4,8.8,1.3e-06,29.6,0.9,3.1,2,1,0,3,3,3,3,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_498293,1
2010,China.pigfarm.SRR5976181_ctg_75498_00001,-,vanT,RF0156,1e-11,46.4,19.9,1.2e-11,46.2,19.9,1.0,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_75498,1
2011,China.pigfarm.SRR5976181_ctg_742686_00004,-,tet_ribosomoal_protect,RF0135,9.8e-12,46.3,0.3,4.5e-11,44.1,0.2,2.0,2,0,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_742686,4
2012,China.pigfarm.SRR5976181_ctg_231436_00001,-,adeC-adeK-oprM,RF0021,1.3e-11,46.3,11.2,2.2e-10,42.2,9.8,2.0,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_231436,1
2013,China.pigfarm.SRR5976181_ctg_160033_00002,-,adeA-adeI,RF0019,1.3e-11,46.3,0.4,8.1e-06,27.3,0.2,2.2,2,0,0,2,2,2,2,Solvent efflux pump periplasmic linker SrpA ,China.pigfarm.SRR5976181,ctg_160033,2
2014,China.pigfarm.SRR5976181_ctg_157812_00007,-,MexH,RF0099,2e-11,46.2,2.4,5.1e-08,35.0,0.4,2.0,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_157812,7
2015,China.pigfarm.SRR5976181_ctg_222167_00002,-,MexH,RF0099,1.9e-11,46.2,0.8,2.9e-11,45.6,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_222167,2
2016,China.pigfarm.SRR5976187_ctg_361991_00011,-,ClassB,RF0054,1.5e-11,46.2,0.0,2.1e-11,45.7,0.0,1.1,1,0,0,1,1,1,1,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase   ",China.pigfarm.SRR5976187,ctg_361991,11
2017,China.pigfarm.SRR5976187_ctg_431919_00002,-,MexH,RF0099,1.7e-11,46.2,0.8,2.7e-11,45.6,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_431919,2
2018,China.pigfarm.SRR5976187_ctg_165449_00002,-,ClassC-AmpC,RF0055,1.2e-11,46.2,0.0,1e-10,43.1,0.0,2.2,2,0,0,2,2,2,1,Beta-hexosaminidase      ,China.pigfarm.SRR5976187,ctg_165449,2
2019,China.pigfarm.SRR5976187_ctg_457677_00002,-,MexE,RF0098,1.3e-11,46.2,3.2,5.1e-07,31.1,0.7,2.7,2,1,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_457677,2
2020,China.pigfarm.SRR5976187_ctg_88814_00003,-,APH3'',RF0172,1.8e-11,46.2,0.1,1.5e-10,43.1,0.1,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976187,ctg_88814,3
2021,China.pigfarm.SRR5976187_ctg_724336_00004,-,adeA-adeI,RF0019,1.4e-11,46.1,5.5,4.9e-05,24.6,0.0,3.2,2,1,0,3,3,3,2,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_724336,4
2022,China.pigfarm.SRR5976181_ctg_419242_00001,-,ClassC-AmpC,RF0055,1.4e-11,46.1,0.0,1e-10,43.2,0.0,2.1,2,0,0,2,2,2,1,Beta-hexosaminidase      ,China.pigfarm.SRR5976181,ctg_419242,1
2023,China.pigfarm.SRR5976187_ctg_634735_00006,-,norA,RF0109,2e-11,46.1,29.2,8.6e-11,44.0,29.2,2.0,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_634735,6
2024,China.pigfarm.SRR5976187_ctg_632267_00004,-,adeC-adeK-oprM,RF0021,1.4e-11,46.0,0.5,2.5e-11,45.2,0.5,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_632267,4
2025,China.pigfarm.SRR5976187_ctg_674860_00003,-,ClassC-AmpC,RF0055,1.4e-11,46.0,0.1,1.6e-10,42.5,0.1,2.1,1,1,0,1,1,1,1,D-aminopeptidase      ,China.pigfarm.SRR5976187,ctg_674860,3
2026,China.pigfarm.SRR5976181_ctg_531045_00006,-,adeC-adeK-oprM,RF0021,1.6e-11,46.0,9.6,1.5e-09,39.5,9.6,2.0,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_531045,6
2027,China.pigfarm.SRR5976181_ctg_345844_00012,-,ClassC-AmpC,RF0055,1.5e-11,46.0,0.1,1.7e-10,42.5,0.1,2.1,1,1,0,1,1,1,1,D-aminopeptidase      ,China.pigfarm.SRR5976181,ctg_345844,12
2028,China.pigfarm.SRR5976187_ctg_348648_00002,-,vanH,RF0153,1.6e-11,45.9,0.1,2e-10,42.3,0.1,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976187,ctg_348648,2
2029,China.pigfarm.SRR5976181_ctg_641494_00003,-,vanH,RF0153,1.8e-11,45.9,0.1,2.2e-10,42.3,0.1,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976181,ctg_641494,3
2030,China.pigfarm.SRR5976181_ctg_51315_00004,-,APH3'',RF0172,2.4e-11,45.9,0.1,2.3e-10,42.6,0.1,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_51315,4
2031,China.pigfarm.SRR5976187_ctg_75779_00002,-,APH3'',RF0172,2.2e-11,45.9,0.1,2.1e-10,42.6,0.1,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976187,ctg_75779,2
2032,China.pigfarm.SRR5976181_ctg_479334_00004,-,Chlor_Efflux_Pump,RF0051,2.3e-11,45.7,19.4,1.1e-07,33.6,7.5,2.3,2,1,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_479334,4
2033,China.pigfarm.SRR5976181_ctg_179204_00004,-,adeC-adeK-oprM,RF0021,2e-11,45.7,5.0,2.9e-10,41.8,4.6,2.4,2,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_179204,4
2034,China.pigfarm.SRR5976181_ctg_304407_00034,-,adeC-adeK-oprM,RF0021,2.1e-11,45.6,7.4,3.7e-10,41.5,4.1,2.6,2,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_304407,34
2035,China.pigfarm.SRR5976187_ctg_553330_00012,-,APH3'',RF0172,2.8e-11,45.5,0.3,2.4e-10,42.4,0.3,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976187,ctg_553330,12
2036,China.pigfarm.SRR5976181_ctg_340573_00001,-,tet_ribosomoal_protect,RF0135,1.7e-11,45.5,2.5,1.5e-10,42.3,0.4,2.3,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_340573,1
2037,China.pigfarm.SRR5976181_ctg_194930_00004,-,APH3'',RF0172,3.3e-11,45.4,0.2,3.2e-10,42.2,0.2,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_194930,4
2038,China.pigfarm.SRR5976187_ctg_389359_00004,-,adeA-adeI,RF0019,2.3e-11,45.4,0.6,1.6e-06,29.5,0.1,2.5,3,0,0,3,3,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_389359,4
2039,China.pigfarm.SRR5976181_ctg_259759_00003,-,tet_ribosomoal_protect,RF0135,1.8e-11,45.4,0.1,6.9e-11,43.5,0.1,1.8,1,1,0,2,2,1,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_259759,3
2040,China.pigfarm.SRR5976187_ctg_99667_00003,-,ClassC-AmpC,RF0055,2.1e-11,45.4,0.3,6.6e-11,43.7,0.2,1.8,2,0,0,2,2,2,1,Beta-hexosaminidase      ,China.pigfarm.SRR5976187,ctg_99667,3
2041,China.pigfarm.SRR5976187_ctg_30991_00007,-,adeC-adeK-oprM,RF0021,2.3e-11,45.4,12.4,6.8e-05,24.0,3.8,3.0,3,0,0,3,3,3,3,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_30991,7
2042,China.pigfarm.SRR5976187_ctg_342233_00004,-,tet_ribosomoal_protect,RF0135,1.7e-11,45.4,0.1,6.3e-11,43.5,0.1,1.8,1,1,0,2,2,1,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_342233,4
2043,China.pigfarm.SRR5976187_ctg_587674_00056,-,adeC-adeK-oprM,RF0021,2.3e-11,45.3,0.7,2.2e-06,28.9,1.0,2.2,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_587674,56
2044,China.pigfarm.SRR5976187_ctg_643858_00005,-,Chlor_Acetyltrans_CAT,RF0050,4e-11,45.2,0.1,6.9e-11,44.4,0.1,1.4,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976187,ctg_643858,5
2045,China.pigfarm.SRR5976187_ctg_706090_00011,-,Chlor_Acetyltrans_CAT,RF0050,4e-11,45.2,0.5,6.7e-11,44.5,0.5,1.5,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976187,ctg_706090,11
2046,China.pigfarm.SRR5976187_ctg_451725_00004,-,ClassB,RF0054,3.3e-11,45.1,0.0,5e-11,44.5,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase     ,China.pigfarm.SRR5976187,ctg_451725,4
2047,China.pigfarm.SRR5976187_ctg_176705_00005,-,vanH,RF0153,2.9e-11,45.1,0.0,4.4e-10,41.2,0.0,2.1,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976187,ctg_176705,5
2048,China.pigfarm.SRR5976187_ctg_10064_00008,-,Chlor_Acetyltrans_CAT,RF0050,4.4e-11,45.1,0.0,5e-11,44.9,0.0,1.1,1,0,0,1,1,1,1,Streptogramin A acetyltransferase    ,China.pigfarm.SRR5976187,ctg_10064,8
2049,China.pigfarm.SRR5976181_ctg_398407_00001,-,tet_ribosomoal_protect,RF0135,2.3e-11,45.0,2.2,2.6e-10,41.6,0.4,2.3,1,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976181,ctg_398407,1
2050,China.pigfarm.SRR5976187_ctg_181001_00002,-,tet_MFS_efflux,RF0134,3.3e-11,44.9,31.1,4.3e-11,44.5,31.1,1.2,1,0,0,1,1,1,1,Multidrug resistance protein MdtG   ,China.pigfarm.SRR5976187,ctg_181001,2
2051,China.pigfarm.SRR5976181_ctg_544585_00001,-,tet_ribosomoal_protect,RF0135,2.5e-11,44.9,0.7,8e-11,43.2,0.7,1.7,1,1,0,1,1,1,1,Selenocysteine-specific elongation factor    ,China.pigfarm.SRR5976181,ctg_544585,1
2052,China.pigfarm.SRR5976181_ctg_384861_00006,-,MexH,RF0099,5e-11,44.9,0.3,8e-11,44.2,0.3,1.3,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_384861,6
2053,China.pigfarm.SRR5976181_ctg_420146_00007,-,MexH,RF0099,5e-11,44.9,1.5,1.5e-10,43.3,1.5,1.7,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_420146,7
2054,China.pigfarm.SRR5976181_ctg_769933_00002,-,tet_MFS_efflux,RF0134,3.4e-11,44.9,31.4,4.3e-11,44.6,31.4,1.1,1,0,0,1,1,1,1,Multidrug resistance protein MdtG   ,China.pigfarm.SRR5976181,ctg_769933,2
2055,China.pigfarm.SRR5976187_ctg_258736_00002,-,tet_ribosomoal_protect,RF0135,2.5e-11,44.8,2.6,2.3e-10,41.6,0.4,2.4,1,1,1,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976187,ctg_258736,2
2056,China.pigfarm.SRR5976181_ctg_436414_00004,-,ClassB,RF0054,4.4e-11,44.8,0.0,6.5e-11,44.3,0.0,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_436414,4
2057,China.pigfarm.SRR5976187_ctg_714258_00003,-,vanW,RF0157,4.7e-11,44.8,0.0,7.4e-11,44.1,0.0,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_714258,3
2058,China.pigfarm.SRR5976187_ctg_446533_00003,-,MexE,RF0098,3.6e-11,44.7,7.3,4.6e-07,31.2,0.4,2.2,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976187,ctg_446533,3
