,full_id,contig_id,#members,known_gene_ids,unknown_gene_ids,span,members,architecture,member_scores,members_evals
168,China.pigfarm.SRR5976181_ctg_561682_00007,ctg_561682,2,"[7, 8]","[6, 9]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(47.5)__(789.4)__(??)__,__(??)__(7.8e-12)__(2.8e-236)__(??)__
169,China.pigfarm.SRR5976181_ctg_561813_00008,ctg_561813,2,"[8, 9]","[7, 10]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(814.2)__(33.3)__(??)__,__(??)__(9.3e-244)__(1.6e-07)__(??)__
170,China.pigfarm.SRR5976181_ctg_562943_00006,ctg_562943,2,"[6, 7]","[5, 8]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(42.0)__(69.3)__(??)__,__(??)__(2.7e-10)__(1.4e-18)__(??)__
171,China.pigfarm.SRR5976181_ctg_563407_00004,ctg_563407,2,"[4, 5]","[3, 6]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(28.4)__(834.9)__(??)__,__(??)__(5e-06)__(5.3e-250)__(??)__
172,China.pigfarm.SRR5976181_ctg_565851_00033,ctg_565851,2,"[33, 35]","[32, 34, 36]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(333.5)__(??)__(48.4)__(??)__,__(??)__(1.1e-98)__(??)__(4.1e-12)__(??)__
173,China.pigfarm.SRR5976181_ctg_565901_00003,ctg_565901,2,"[3, 4]","[2, 5]",4,"ClassB,ClassB",__(??)__(ClassB)__(ClassB)__(??)__,__(??)__(49.3)__(53.5)__(??)__,__(??)__(1.9e-12)__(9.9e-14)__(??)__
174,China.pigfarm.SRR5976181_ctg_566838_00003,ctg_566838,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(63.5)__(61.7)__(??)__,__(??)__(8.1e-17)__(2.7e-16)__(??)__
175,China.pigfarm.SRR5976181_ctg_570989_00007,ctg_570989,2,"[7, 8]","[6, 9]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(73.3)__(74.4)__(??)__,__(??)__(8.4e-20)__(4.1e-20)__(??)__
176,China.pigfarm.SRR5976181_ctg_578045_00015,ctg_578045,3,"[15, 16, 17]","[14, 18]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(155.4)__(908.3)__(241.4)__(??)__,__(??)__(1e-44)__(3.4e-272)__(9e-71)__(??)__
177,China.pigfarm.SRR5976181_ctg_579086_00001,ctg_579086,2,"[1, 2]",[3],3,"MexX,RND_efflux",__(??)__(MexX)__(RND_efflux)__(??)__,__(??)__(23.7)__(840.0)__(??)__,__(??)__(9.7e-05)__(1.5e-251)__(??)__
178,China.pigfarm.SRR5976181_ctg_579273_00005,ctg_579273,2,"[5, 6]","[4, 7]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(821.6)__(66.1)__(??)__,__(??)__(5.5e-246)__(1.7e-17)__(??)__
179,China.pigfarm.SRR5976181_ctg_584919_00006,ctg_584919,2,"[6, 9]","[5, 7, 8, 10]",6,"ClassB,tet_MFS_efflux",__(??)__(ClassB)__(??)__(??)__(tet_MFS_efflux)__(??)__,__(??)__(26.0)__(??)__(??)__(65.0)__(??)__,__(??)__(2.4e-05)__(??)__(??)__(2.7e-17)__(??)__
180,China.pigfarm.SRR5976181_ctg_587878_00003,ctg_587878,2,"[3, 4]","[2, 5]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(248.3)__(641.2)__(??)__,__(??)__(7.1e-73)__(1.7e-191)__(??)__
181,China.pigfarm.SRR5976181_ctg_592264_00002,ctg_592264,2,"[2, 3]","[1, 4]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(34.2)__(47.8)__(??)__,__(??)__(6.3e-08)__(4.5e-12)__(??)__
182,China.pigfarm.SRR5976181_ctg_59606_00002,ctg_59606,2,"[2, 3]","[1, 4]",4,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(63.2)__(67.7)__(??)__,__(??)__(1.3e-16)__(4.2e-18)__(??)__
183,China.pigfarm.SRR5976181_ctg_598474_00001,ctg_598474,2,"[1, 3]","[2, 4]",4,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(299.3)__(??)__(54.1)__(??)__,__(??)__(2.5e-88)__(??)__(7.1e-14)__(??)__
184,China.pigfarm.SRR5976181_ctg_598603_00002,ctg_598603,2,"[2, 4]","[1, 3, 5]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(54.8)__(??)__(298.6)__(??)__,__(??)__(4.5e-14)__(??)__(4e-88)__(??)__
185,China.pigfarm.SRR5976181_ctg_599319_00001,ctg_599319,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(727.6)__(34.4)__(??)__,__(??)__(1.3e-217)__(7.3e-08)__(??)__
186,China.pigfarm.SRR5976181_ctg_59985_00004,ctg_59985,2,"[4, 5]","[3, 6]",4,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(29.4)__(29.1)__(??)__,__(??)__(2.5e-06)__(2.1e-06)__(??)__
187,China.pigfarm.SRR5976181_ctg_600267_00004,ctg_600267,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(28.7)__(37.6)__(??)__,__(??)__(2.8e-06)__(6e-09)__(??)__
188,China.pigfarm.SRR5976181_ctg_602624_00005,ctg_602624,2,"[5, 8]","[4, 6, 7, 9]",6,"Cfr23_rRNA_methyltrans,Chlor_Acetyltrans_CAT",__(??)__(Cfr23_rRNA_methyltrans)__(??)__(??)__(Chlor_Acetyltrans_CAT)__(??)__,__(??)__(230.3)__(??)__(??)__(23.3)__(??)__,__(??)__(2.1e-67)__(??)__(??)__(0.00022)__(??)__
189,China.pigfarm.SRR5976181_ctg_603064_00001,ctg_603064,2,"[1, 3]","[2, 4]",4,"Cfr23_rRNA_methyltrans,vanH",__(??)__(vanH)__(??)__(Cfr23_rRNA_methyltrans)__(??)__,__(??)__(113.1)__(??)__(232.4)__(??)__,__(??)__(6.3e-32)__(??)__(4.9e-68)__(??)__
190,China.pigfarm.SRR5976181_ctg_604723_00004,ctg_604723,3,"[4, 5, 7]","[3, 6, 8]",6,"APH3'',tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(80.9)__(347.8)__(??)__(43.2)__(??)__,__(??)__(3.1e-22)__(5.2e-103)__(??)__(1.5e-10)__(??)__
191,China.pigfarm.SRR5976181_ctg_609400_00002,ctg_609400,2,"[2, 3]","[1, 4]",4,"ClassB,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(ClassB)__(??)__,__(??)__(160.7)__(54.6)__(??)__,__(??)__(2.2e-46)__(4.8e-14)__(??)__
192,China.pigfarm.SRR5976181_ctg_609540_00006,ctg_609540,2,"[6, 7]","[5, 8]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(25.0)__(93.6)__(??)__,__(??)__(5.3e-05)__(4.3e-26)__(??)__
193,China.pigfarm.SRR5976181_ctg_60959_00002,ctg_60959,2,"[2, 3]","[1, 4]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(28.7)__(720.4)__(??)__,__(??)__(4e-06)__(2e-215)__(??)__
194,China.pigfarm.SRR5976181_ctg_610451_00003,ctg_610451,2,"[3, 4]","[2, 5]",4,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(23.9)__(49.6)__(??)__,__(??)__(0.00012)__(1.2e-12)__(??)__
195,China.pigfarm.SRR5976181_ctg_616798_00002,ctg_616798,2,"[2, 3]","[1, 4]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(260.3)__(906.5)__(??)__,__(??)__(1.6e-76)__(1.2e-271)__(??)__
196,China.pigfarm.SRR5976181_ctg_616885_00001,ctg_616885,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(82.8)__(38.1)__(??)__,__(??)__(1.1e-22)__(4.1e-09)__(??)__
197,China.pigfarm.SRR5976181_ctg_620509_00002,ctg_620509,2,"[2, 5]","[1, 3, 4, 6]",6,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(??)__(??)__(adeC-adeK-oprM)__(??)__,__(??)__(27.8)__(??)__(??)__(51.2)__(??)__,__(??)__(7.5e-06)__(??)__(??)__(4.3e-13)__(??)__
198,China.pigfarm.SRR5976181_ctg_623016_00004,ctg_623016,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(41.5)__(76.9)__(??)__,__(??)__(3.8e-10)__(6.7e-21)__(??)__
199,China.pigfarm.SRR5976181_ctg_624127_00001,ctg_624127,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(760.7)__(28.7)__(??)__,__(??)__(1.4e-227)__(4.1e-06)__(??)__
200,China.pigfarm.SRR5976181_ctg_626019_00006,ctg_626019,2,"[6, 7]","[5, 8]",4,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(808.5)__(23.0)__(??)__,__(??)__(5.1e-242)__(0.00016)__(??)__
201,China.pigfarm.SRR5976181_ctg_63110_00001,ctg_63110,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(587.2)__(230.7)__(??)__,__(??)__(3.5e-175)__(1.6e-67)__(??)__
202,China.pigfarm.SRR5976181_ctg_643026_00006,ctg_643026,2,"[6, 9]","[5, 7, 8, 10]",6,"Chlor_Efflux_Pump,vanT",__(??)__(Chlor_Efflux_Pump)__(??)__(??)__(vanT)__(??)__,__(??)__(22.4)__(??)__(??)__(221.9)__(??)__,__(??)__(0.00028)__(??)__(??)__(8.2e-65)__(??)__
203,China.pigfarm.SRR5976181_ctg_645739_00005,ctg_645739,2,"[5, 6]","[4, 7]",4,"MexC,RND_efflux",__(??)__(MexC)__(RND_efflux)__(??)__,__(??)__(49.8)__(769.5)__(??)__,__(??)__(1.2e-12)__(2.9e-230)__(??)__
204,China.pigfarm.SRR5976181_ctg_651709_00018,ctg_651709,2,"[18, 19]","[17, 20]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(55.5)__(61.5)__(??)__,__(??)__(2.1e-14)__(3.2e-16)__(??)__
205,China.pigfarm.SRR5976181_ctg_652232_00003,ctg_652232,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(63.5)__(39.2)__(??)__,__(??)__(8e-17)__(2e-09)__(??)__
206,China.pigfarm.SRR5976181_ctg_658303_00004,ctg_658303,3,"[4, 5, 6]","[3, 7]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(23.5)__(670.5)__(42.4)__(??)__,__(??)__(0.0001)__(2.5e-200)__(2e-10)__(??)__
207,China.pigfarm.SRR5976181_ctg_661595_00001,ctg_661595,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(92.8)__(66.9)__(??)__,__(??)__(1e-25)__(7.4e-18)__(??)__
208,China.pigfarm.SRR5976181_ctg_665242_00001,ctg_665242,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(733.3)__(170.3)__(??)__,__(??)__(2.6e-219)__(3.2e-49)__(??)__
209,China.pigfarm.SRR5976181_ctg_670163_00012,ctg_670163,2,"[12, 14]","[11, 13, 15]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(78.7)__(??)__(46.6)__(??)__,__(??)__(1.4e-21)__(??)__(1.4e-11)__(??)__
210,China.pigfarm.SRR5976181_ctg_670521_00002,ctg_670521,2,"[2, 3]","[1, 4]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(55.5)__(70.0)__(??)__,__(??)__(2.1e-14)__(8.3e-19)__(??)__
211,China.pigfarm.SRR5976181_ctg_677509_00012,ctg_677509,2,"[12, 15]","[11, 13, 14, 16]",6,"norA,tet_ribosomoal_protect",__(??)__(norA)__(??)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(30.6)__(??)__(??)__(254.0)__(??)__,__(??)__(1.1e-06)__(??)__(??)__(1.3e-74)__(??)__
212,China.pigfarm.SRR5976181_ctg_678014_00001,ctg_678014,3,"[1, 2, 3]",[4],4,"MexA,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(MexA)__(??)__,__(??)__(41.1)__(651.3)__(53.6)__(??)__,__(??)__(4.7e-10)__(1.5e-194)__(7.6e-14)__(??)__
213,China.pigfarm.SRR5976181_ctg_679737_00002,ctg_679737,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(222.5)__(947.7)__(145.9)__(??)__,__(??)__(4.8e-65)__(4.5e-284)__(7.7e-42)__(??)__
214,China.pigfarm.SRR5976181_ctg_683210_00001,ctg_683210,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(34.2)__(899.1)__(259.8)__(??)__,__(??)__(6.5e-08)__(2.1e-269)__(2.4e-76)__(??)__
215,China.pigfarm.SRR5976181_ctg_685133_00001,ctg_685133,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(54.9)__(56.0)__(??)__,__(??)__(3.3e-14)__(1.5e-14)__(??)__
216,China.pigfarm.SRR5976181_ctg_693268_00010,ctg_693268,2,"[10, 13]","[9, 11, 12, 14]",6,"Chlor_Efflux_Pump,vanH",__(??)__(vanH)__(??)__(??)__(Chlor_Efflux_Pump)__(??)__,__(??)__(64.6)__(??)__(??)__(124.0)__(??)__,__(??)__(3.7e-17)__(??)__(??)__(3.9e-35)__(??)__
217,China.pigfarm.SRR5976181_ctg_70950_00008,ctg_70950,2,"[8, 9]","[7, 10]",4,"tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__,__(??)__(82.8)__(41.1)__(??)__,__(??)__(8.4e-23)__(3.7e-10)__(??)__
218,China.pigfarm.SRR5976181_ctg_712272_00005,ctg_712272,2,"[5, 7]","[4, 6, 8]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(307.2)__(??)__(54.1)__(??)__,__(??)__(1e-90)__(??)__(7.5e-14)__(??)__
219,China.pigfarm.SRR5976181_ctg_720211_00013,ctg_720211,4,"[13, 14, 15, 17]","[12, 16, 18]",7,"RND_efflux,adeA-adeI,adeC-adeK-oprM,tet_ribosomoal_protect",__(??)__(RND_efflux)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(863.0)__(82.3)__(43.9)__(??)__(135.2)__(??)__,__(??)__(1.7e-258)__(1.6e-22)__(6.7e-11)__(??)__(1.1e-38)__(??)__
220,China.pigfarm.SRR5976181_ctg_722011_00018,ctg_722011,2,"[18, 20]","[17, 19, 21]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(309.9)__(??)__(54.2)__(??)__,__(??)__(1.6e-91)__(??)__(6.7e-14)__(??)__
221,China.pigfarm.SRR5976181_ctg_727008_00001,ctg_727008,2,"[1, 2]",[3],3,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(59.4)__(58.2)__(??)__,__(??)__(1.4e-15)__(3.3e-15)__(??)__
222,China.pigfarm.SRR5976181_ctg_732562_00004,ctg_732562,2,"[4, 5]","[3, 6]",4,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(776.0)__(54.1)__(??)__,__(??)__(3.2e-232)__(5.8e-14)__(??)__
223,China.pigfarm.SRR5976181_ctg_736610_00002,ctg_736610,2,"[2, 3]","[1, 4]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(271.7)__(979.1)__(??)__,__(??)__(5.5e-80)__(1.5e-293)__(??)__
224,China.pigfarm.SRR5976181_ctg_742981_00002,ctg_742981,2,"[2, 3]","[1, 4]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(718.0)__(50.2)__(??)__,__(??)__(1.1e-214)__(1.2e-12)__(??)__
225,China.pigfarm.SRR5976181_ctg_754316_00001,ctg_754316,2,"[1, 2]",[3],3,"RND_efflux,RND_efflux",__(??)__(RND_efflux)__(RND_efflux)__(??)__,__(??)__(572.1)__(325.4)__(??)__,__(??)__(1.2e-170)__(4.1e-96)__(??)__
226,China.pigfarm.SRR5976181_ctg_764261_00002,ctg_764261,2,"[2, 5]","[1, 3, 4, 6]",6,"ClassB,vanH",__(??)__(vanH)__(??)__(??)__(ClassB)__(??)__,__(??)__(66.9)__(??)__(??)__(43.4)__(??)__,__(??)__(7.3e-18)__(??)__(??)__(1.2e-10)__(??)__
227,China.pigfarm.SRR5976181_ctg_765760_00003,ctg_765760,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(76.4)__(51.1)__(??)__,__(??)__(9.4e-21)__(4.6e-13)__(??)__
228,China.pigfarm.SRR5976181_ctg_777444_00001,ctg_777444,2,"[1, 2]",[3],3,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(836.9)__(38.5)__(??)__,__(??)__(1.3e-250)__(3.2e-09)__(??)__
229,China.pigfarm.SRR5976181_ctg_778085_00012,ctg_778085,2,"[12, 13]","[11, 14]",4,"Cfr23_rRNA_methyltrans,Cfr23_rRNA_methyltrans",__(??)__(Cfr23_rRNA_methyltrans)__(Cfr23_rRNA_methyltrans)__(??)__,__(??)__(27.5)__(259.5)__(??)__,__(??)__(8.5e-06)__(2.8e-76)__(??)__
230,China.pigfarm.SRR5976181_ctg_781292_00009,ctg_781292,3,"[9, 11, 12]","[8, 10, 13]",6,"Erm23S_rRNA_methyltrans,RND_efflux,adeA-adeI",__(??)__(Erm23S_rRNA_methyltrans)__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(156.6)__(??)__(23.1)__(814.6)__(??)__,__(??)__(3.3e-45)__(??)__(0.00015)__(6.9e-244)__(??)__
231,China.pigfarm.SRR5976181_ctg_82502_00008,ctg_82502,2,"[8, 10]","[7, 9, 11]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(52.9)__(??)__(313.7)__(??)__,__(??)__(1.7e-13)__(??)__(1.1e-92)__(??)__
232,China.pigfarm.SRR5976181_ctg_87443_00010,ctg_87443,2,"[10, 11]","[9, 12]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(617.1)__(65.7)__(??)__,__(??)__(3.3e-184)__(2.3e-17)__(??)__
233,China.pigfarm.SRR5976181_ctg_87837_00003,ctg_87837,2,"[3, 5]","[2, 4, 6]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(50.4)__(??)__(303.4)__(??)__,__(??)__(9.9e-13)__(??)__(1.4e-89)__(??)__
234,China.pigfarm.SRR5976181_ctg_89067_00024,ctg_89067,2,"[24, 25]","[23, 26]",4,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(791.0)__(40.3)__(??)__,__(??)__(9.3e-237)__(9.1e-10)__(??)__
235,China.pigfarm.SRR5976181_ctg_8930_00005,ctg_8930,2,"[5, 6]","[4, 7]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(79.5)__(92.4)__(??)__,__(??)__(1.1e-21)__(1.4e-25)__(??)__
236,China.pigfarm.SRR5976181_ctg_90823_00001,ctg_90823,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(94.5)__(80.9)__(??)__,__(??)__(3.1e-26)__(4.1e-22)__(??)__
237,China.pigfarm.SRR5976181_ctg_94139_00012,ctg_94139,2,"[12, 15]","[11, 13, 14, 16]",6,"ClassB,vanH",__(??)__(ClassB)__(??)__(??)__(vanH)__(??)__,__(??)__(35.3)__(??)__(??)__(56.5)__(??)__,__(??)__(3.7e-08)__(??)__(??)__(1.1e-14)__(??)__
238,China.pigfarm.SRR5976187_ctg_100304_00018,ctg_100304,2,"[18, 20]","[17, 19, 21]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(53.7)__(??)__(304.7)__(??)__,__(??)__(9.2e-14)__(??)__(5.3e-90)__(??)__
239,China.pigfarm.SRR5976187_ctg_103226_00009,ctg_103226,2,"[9, 11]","[8, 10, 12]",5,"AAC6-II,AAC6-Ib",__(??)__(AAC6-Ib)__(??)__(AAC6-II)__(??)__,__(??)__(29.6)__(??)__(27.3)__(??)__,__(??)__(2.1e-06)__(??)__(1.1e-05)__(??)__
240,China.pigfarm.SRR5976187_ctg_104074_00003,ctg_104074,2,"[3, 4]","[2, 5]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(235.8)__(344.1)__(??)__,__(??)__(3.9e-69)__(8.3e-102)__(??)__
241,China.pigfarm.SRR5976187_ctg_105174_00005,ctg_105174,2,"[5, 7]","[4, 6, 8]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(50.4)__(??)__(319.3)__(??)__,__(??)__(8.8e-13)__(??)__(2e-94)__(??)__
242,China.pigfarm.SRR5976187_ctg_107100_00001,ctg_107100,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(162.2)__(922.1)__(212.4)__(??)__,__(??)__(7.8e-47)__(2.2e-276)__(4.9e-62)__(??)__
243,China.pigfarm.SRR5976187_ctg_109163_00003,ctg_109163,2,"[3, 4]","[2, 5]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(28.3)__(718.5)__(??)__,__(??)__(4.9e-06)__(6.8e-215)__(??)__
244,China.pigfarm.SRR5976187_ctg_110433_00002,ctg_110433,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(22.7)__(28.5)__(??)__,__(??)__(0.00017)__(3.2e-06)__(??)__
245,China.pigfarm.SRR5976187_ctg_113452_00020,ctg_113452,3,"[20, 22, 23]","[19, 21, 24]",6,"Erm23S_rRNA_methyltrans,RND_efflux,adeA-adeI",__(??)__(Erm23S_rRNA_methyltrans)__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(156.6)__(??)__(23.1)__(814.6)__(??)__,__(??)__(3e-45)__(??)__(0.00014)__(6.4e-244)__(??)__
246,China.pigfarm.SRR5976187_ctg_114256_00007,ctg_114256,2,"[7, 9]","[6, 8, 10]",5,"ANT9,macrolide_glycosyl",__(??)__(macrolide_glycosyl)__(??)__(ANT9)__(??)__,__(??)__(126.0)__(??)__(80.1)__(??)__,__(??)__(7.6e-36)__(??)__(7.3e-22)__(??)__
247,China.pigfarm.SRR5976187_ctg_116252_00014,ctg_116252,2,"[14, 15]","[13, 16]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(40.2)__(837.7)__(??)__,__(??)__(1.2e-09)__(6.9e-251)__(??)__
248,China.pigfarm.SRR5976187_ctg_116252_00032,ctg_116252,2,"[32, 35]","[31, 33, 34, 36]",6,"ClassB,vanH",__(??)__(ClassB)__(??)__(??)__(vanH)__(??)__,__(??)__(43.6)__(??)__(??)__(66.7)__(??)__,__(??)__(9.3e-11)__(??)__(??)__(8e-18)__(??)__
249,China.pigfarm.SRR5976187_ctg_11801_00003,ctg_11801,4,"[3, 4, 5, 6]","[2, 7]",6,"RND_efflux,RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(RND_efflux)__(RND_efflux)__(??)__,__(??)__(30.9)__(36.6)__(572.0)__(370.7)__(??)__,__(??)__(5.5e-07)__(1.1e-08)__(1.3e-170)__(8e-110)__(??)__
250,China.pigfarm.SRR5976187_ctg_119817_00011,ctg_119817,2,"[11, 12]","[10, 13]",4,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(827.3)__(34.6)__(??)__,__(??)__(9.4e-248)__(4.4e-08)__(??)__
251,China.pigfarm.SRR5976187_ctg_121864_00003,ctg_121864,3,"[3, 4, 5]","[2, 6]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(160.1)__(916.4)__(285.1)__(??)__,__(??)__(3.5e-46)__(1.2e-274)__(4.5e-84)__(??)__
252,China.pigfarm.SRR5976187_ctg_122644_00001,ctg_122644,2,"[1, 2]",[3],3,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(928.7)__(172.4)__(??)__,__(??)__(2.3e-278)__(6.4e-50)__(??)__
