,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id,sample_contig
5528,5946,China.pigfarm.SRR5976184_ctg_188696_00066,-,tet_MFS_efflux,RF0134,3.4e-15,58.0,35.8,4e-15,57.7,35.8,1.0,1,0,0,1,1,1,1,Hexuronate transporter     ,China.pigfarm.SRR5976184,ctg_188696,66,China.pigfarm.SRR5976184_ctg_188696
5530,16383,China.pigfarm.SRR5976185_ctg_460020_00001,-,vanH,RF0153,3.9e-15,58.0,0.1,2.6e-14,55.3,0.1,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase      ,China.pigfarm.SRR5976185,ctg_460020,1,China.pigfarm.SRR5976185_ctg_460020
5531,19300,China.pigfarm.SRR5976183_ctg_633940_00004,-,tet_MFS_efflux,RF0134,3.7e-15,58.0,35.8,4.5e-15,57.7,35.8,1.0,1,0,0,1,1,1,1,Hexuronate transporter     ,China.pigfarm.SRR5976183,ctg_633940,4,China.pigfarm.SRR5976183_ctg_633940
5533,10075,China.pigfarm.SRR5976187_ctg_7782_00002,-,adeC-adeK-oprM,RF0021,3.4e-15,58.0,14.0,1.9e-07,32.4,4.7,2.1,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_7782,2,China.pigfarm.SRR5976187_ctg_7782
5538,11397,China.pigfarm.SRR5976187_ctg_213728_00005,-,MexH,RF0099,5.5e-15,57.8,6.0,3.6e-14,55.1,6.0,1.8,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_213728,5,China.pigfarm.SRR5976187_ctg_213728
5541,16916,China.pigfarm.SRR5976183_ctg_240750_00011,-,adeC-adeK-oprM,RF0021,4e-15,57.8,9.6,7.1e-15,57.0,4.4,2.3,2,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_240750,11,China.pigfarm.SRR5976183_ctg_240750
5543,10577,China.pigfarm.SRR5976187_ctg_425422_00001,-,ClassC-AmpC,RF0055,3.8e-15,57.7,0.0,4.4e-14,54.2,0.0,2.0,1,1,1,2,2,2,1,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH     ,China.pigfarm.SRR5976187,ctg_425422,1,China.pigfarm.SRR5976187_ctg_425422
5544,3354,China.pigfarm.SRR5976186_ctg_727617_00024,-,vanH,RF0153,4.5e-15,57.7,1.5,3.8e-14,54.7,1.5,1.9,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase     ,China.pigfarm.SRR5976186,ctg_727617,24,China.pigfarm.SRR5976186_ctg_727617
5546,21042,China.pigfarm.SRR5976181_ctg_197623_00009,-,ClassC-AmpC,RF0055,4.1e-15,57.7,0.0,4.5e-14,54.3,0.0,2.0,1,1,1,2,2,2,1,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH     ,China.pigfarm.SRR5976181,ctg_197623,9,China.pigfarm.SRR5976181_ctg_197623
5550,71,China.pigfarm.SRR5976186_ctg_234805_00010,-,adeA-adeI,RF0019,4.6e-15,57.7,1.6,2.5e-06,29.0,0.0,2.2,2,0,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976186,ctg_234805,10,China.pigfarm.SRR5976186_ctg_234805
5557,10076,China.pigfarm.SRR5976187_ctg_343595_00001,-,adeC-adeK-oprM,RF0021,4.3e-15,57.6,9.5,9.5e-08,33.4,1.0,2.2,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_343595,1,China.pigfarm.SRR5976187_ctg_343595
5561,3815,China.pigfarm.SRR5976184_ctg_295233_00003,-,adeC-adeK-oprM,RF0021,4.5e-15,57.5,10.3,6.8e-15,56.9,10.3,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC   ,China.pigfarm.SRR5976184,ctg_295233,3,China.pigfarm.SRR5976184_ctg_295233
5566,6196,China.pigfarm.SRR5976184_ctg_409255_00037,-,tet_ribosomoal_protect,RF0135,3.8e-15,57.4,1.3,8.2e-14,53.0,0.4,2.5,2,1,0,2,2,2,1,Elongation factor 4    ,China.pigfarm.SRR5976184,ctg_409255,37,China.pigfarm.SRR5976184_ctg_409255
5567,11398,China.pigfarm.SRR5976187_ctg_713700_00010,-,MexH,RF0099,7e-15,57.4,0.1,8.3e-15,57.2,0.1,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusB  ,China.pigfarm.SRR5976187,ctg_713700,10,China.pigfarm.SRR5976187_ctg_713700
5576,14678,China.pigfarm.SRR5976185_ctg_135644_00003,-,MexE,RF0098,6.3e-15,57.3,2.5,1.4e-06,29.8,0.7,2.8,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK   ,China.pigfarm.SRR5976185,ctg_135644,3,China.pigfarm.SRR5976185_ctg_135644
5580,1559,China.pigfarm.SRR5976186_ctg_541493_00003,-,MexE,RF0098,6.4e-15,57.2,3.2,3.2e-07,31.9,0.6,2.8,1,1,0,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976186,ctg_541493,3,China.pigfarm.SRR5976186_ctg_541493
5581,20197,China.pigfarm.SRR5976181_ctg_323459_00003,-,adeA-adeI,RF0019,6.8e-15,57.2,2.2,3.7e-06,28.4,0.9,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976181,ctg_323459,3,China.pigfarm.SRR5976181_ctg_323459
5585,19950,China.pigfarm.SRR5976183_ctg_182804_00008,-,vanH,RF0153,6.6e-15,57.2,0.1,5.9e-14,54.0,0.1,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976183,ctg_182804,8,China.pigfarm.SRR5976183_ctg_182804
5586,3816,China.pigfarm.SRR5976184_ctg_338914_00001,-,adeC-adeK-oprM,RF0021,6.2e-15,57.1,9.7,9e-15,56.5,9.7,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC   ,China.pigfarm.SRR5976184,ctg_338914,1,China.pigfarm.SRR5976184_ctg_338914
5587,325,China.pigfarm.SRR5976186_ctg_247845_00003,-,adeC-adeK-oprM,RF0021,7e-15,57.1,9.7,1e-14,56.5,9.7,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC   ,China.pigfarm.SRR5976186,ctg_247845,3,China.pigfarm.SRR5976186_ctg_247845
5591,326,China.pigfarm.SRR5976186_ctg_570847_00020,-,adeC-adeK-oprM,RF0021,7.3e-15,57.0,8.3,1.8e-12,49.1,6.5,3.0,1,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_570847,20,China.pigfarm.SRR5976186_ctg_570847
5592,1560,China.pigfarm.SRR5976186_ctg_374104_00005,-,MexE,RF0098,7.3e-15,57.0,6.6,6.9e-08,34.1,0.7,2.3,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976186,ctg_374104,5,China.pigfarm.SRR5976186_ctg_374104
5596,18124,China.pigfarm.SRR5976183_ctg_537839_00013,-,MexE,RF0098,7.7e-15,56.9,6.5,4.8e-08,34.6,1.9,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976183,ctg_537839,13,China.pigfarm.SRR5976183_ctg_537839
5599,14679,China.pigfarm.SRR5976185_ctg_631870_00005,-,MexE,RF0098,8.4e-15,56.9,4.7,6.1e-08,34.3,1.8,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK   ,China.pigfarm.SRR5976185,ctg_631870,5,China.pigfarm.SRR5976185_ctg_631870
5601,8047,China.pigfarm.SRR5976182_ctg_289996_00018,-,MexE,RF0098,6.1e-15,56.9,6.5,3.8e-08,34.6,1.9,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976182,ctg_289996,18,China.pigfarm.SRR5976182_ctg_289996
5602,18021,China.pigfarm.SRR5976183_ctg_710458_00059,-,MexC,RF0097,7.9e-15,56.9,0.1,7.9e-15,56.9,0.1,1.7,2,0,0,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976183,ctg_710458,59,China.pigfarm.SRR5976183_ctg_710458
5603,21743,China.pigfarm.SRR5976181_ctg_502127_00015,-,MexE,RF0098,7.9e-15,56.9,6.5,4.9e-08,34.6,1.9,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976181,ctg_502127,15,China.pigfarm.SRR5976181_ctg_502127
5609,23610,China.pigfarm.SRR5976181_ctg_486473_00011,-,vanD,RF0152,1.1e-14,56.8,0.8,1.6e-07,33.2,0.1,2.9,2,1,0,2,2,2,2,D-alanine--D-alanine ligase     ,China.pigfarm.SRR5976181,ctg_486473,11,China.pigfarm.SRR5976181_ctg_486473
5611,16388,China.pigfarm.SRR5976185_ctg_657998_00006,-,vanH,RF0153,9.7e-15,56.7,0.1,8.7e-14,53.6,0.1,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase      ,China.pigfarm.SRR5976185,ctg_657998,6,China.pigfarm.SRR5976185_ctg_657998
5612,13035,China.pigfarm.SRR5976187_ctg_607643_00019,-,vanH,RF0153,8.6e-15,56.7,0.1,7.8e-14,53.6,0.1,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976187,ctg_607643,19,China.pigfarm.SRR5976187_ctg_607643
5613,14680,China.pigfarm.SRR5976185_ctg_370563_00003,-,MexE,RF0098,9.6e-15,56.7,4.9,2.3e-07,32.4,2.1,2.3,1,1,0,2,2,2,2,Multidrug export protein EmrA    ,China.pigfarm.SRR5976185,ctg_370563,3,China.pigfarm.SRR5976185_ctg_370563
5617,6580,China.pigfarm.SRR5976184_ctg_389638_00042,-,vanH,RF0153,9.4e-15,56.5,0.1,8.2e-14,53.4,0.1,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976184,ctg_389638,42,China.pigfarm.SRR5976184_ctg_389638
5618,9612,China.pigfarm.SRR5976182_ctg_53590_00025,-,vanH,RF0153,8.2e-15,56.5,0.1,7.2e-14,53.4,0.1,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976182,ctg_53590,25,China.pigfarm.SRR5976182_ctg_53590
5619,16644,China.pigfarm.SRR5976183_ctg_272068_00004,-,adeA-adeI,RF0019,1.1e-14,56.5,6.5,4.6e-14,54.4,1.8,2.3,2,1,0,2,2,2,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976183,ctg_272068,4,China.pigfarm.SRR5976183_ctg_272068
5620,23711,China.pigfarm.SRR5976181_ctg_94139_00015,-,vanH,RF0153,1.1e-14,56.5,0.1,9.2e-14,53.4,0.1,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976181,ctg_94139,15,China.pigfarm.SRR5976181_ctg_94139
5622,740,China.pigfarm.SRR5976186_ctg_41946_00004,-,ClassB,RF0054,1.2e-14,56.5,0.0,1.4e-14,56.3,0.0,1.0,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976186,ctg_41946,4,China.pigfarm.SRR5976186_ctg_41946
5623,1561,China.pigfarm.SRR5976186_ctg_737036_00003,-,MexE,RF0098,1.1e-14,56.5,5.0,6.7e-08,34.1,2.1,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976186,ctg_737036,3,China.pigfarm.SRR5976186_ctg_737036
5624,18127,China.pigfarm.SRR5976183_ctg_108348_00004,-,MexE,RF0098,1e-14,56.5,5.0,6.6e-08,34.1,2.1,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976183,ctg_108348,4,China.pigfarm.SRR5976183_ctg_108348
5625,548,China.pigfarm.SRR5976186_ctg_32262_00007,-,Chlor_Acetyltrans_CAT,RF0050,1.6e-14,56.4,0.5,2e-14,56.1,0.5,1.1,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976186,ctg_32262,7,China.pigfarm.SRR5976186_ctg_32262
5628,8048,China.pigfarm.SRR5976182_ctg_457086_00008,-,MexE,RF0098,9.8e-15,56.3,6.3,7.5e-08,33.6,0.4,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976182,ctg_457086,8,China.pigfarm.SRR5976182_ctg_457086
5629,16530,China.pigfarm.SRR5976185_ctg_611169_00029,-,APH3'',RF0172,1.6e-14,56.3,0.5,1.2e-13,53.5,0.5,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12    ,China.pigfarm.SRR5976185,ctg_611169,29,China.pigfarm.SRR5976185_ctg_611169
5630,11168,China.pigfarm.SRR5976187_ctg_30991_00006,-,MexC,RF0097,1.1e-14,56.3,0.1,1.1e-14,56.3,0.1,1.7,2,0,0,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_30991,6,China.pigfarm.SRR5976187_ctg_30991
5631,14592,China.pigfarm.SRR5976185_ctg_430789_00084,-,MexC,RF0097,1.3e-14,56.3,0.1,1.3e-14,56.3,0.1,1.7,2,0,0,2,2,2,1,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_430789,84,China.pigfarm.SRR5976185_ctg_430789
5633,21744,China.pigfarm.SRR5976181_ctg_54228_00008,-,MexE,RF0098,1.3e-14,56.3,6.3,9.6e-08,33.6,0.4,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976181,ctg_54228,8,China.pigfarm.SRR5976181_ctg_54228
5634,11277,China.pigfarm.SRR5976187_ctg_44458_00004,-,MexE,RF0098,1.1e-14,56.3,6.3,8.8e-08,33.6,0.4,2.4,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976187,ctg_44458,4,China.pigfarm.SRR5976187_ctg_44458
5636,16389,China.pigfarm.SRR5976185_ctg_389957_00019,-,vanH,RF0153,1.2e-14,56.3,0.2,1.7e-13,52.6,0.2,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase      ,China.pigfarm.SRR5976185,ctg_389957,19,China.pigfarm.SRR5976185_ctg_389957
5638,1564,China.pigfarm.SRR5976186_ctg_253556_00005,-,MexE,RF0098,1.3e-14,56.2,3.1,1.3e-12,49.6,3.1,2.8,1,1,0,1,1,1,1,Solvent efflux pump periplasmic linker SrpA ,China.pigfarm.SRR5976186,ctg_253556,5,China.pigfarm.SRR5976186_ctg_253556
5639,11278,China.pigfarm.SRR5976187_ctg_425731_00004,-,MexE,RF0098,1.2e-14,56.2,7.3,1e-07,33.4,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976187,ctg_425731,4,China.pigfarm.SRR5976187_ctg_425731
5640,21747,China.pigfarm.SRR5976181_ctg_149524_00004,-,MexE,RF0098,1.3e-14,56.2,7.3,1.1e-07,33.4,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976181,ctg_149524,4,China.pigfarm.SRR5976181_ctg_149524
5641,14775,China.pigfarm.SRR5976185_ctg_654212_00005,-,MexH,RF0099,1.9e-14,56.2,2.0,2.1e-14,56.0,2.0,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_654212,5,China.pigfarm.SRR5976185_ctg_654212
5642,18129,China.pigfarm.SRR5976183_ctg_663870_00004,-,MexE,RF0098,1.3e-14,56.2,3.1,1.3e-12,49.6,3.1,2.8,1,1,0,1,1,1,1,Solvent efflux pump periplasmic linker SrpA ,China.pigfarm.SRR5976183,ctg_663870,4,China.pigfarm.SRR5976183_ctg_663870
5643,1563,China.pigfarm.SRR5976186_ctg_615909_00004,-,MexE,RF0098,1.3e-14,56.2,7.3,1.1e-07,33.4,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976186,ctg_615909,4,China.pigfarm.SRR5976186_ctg_615909
5644,18128,China.pigfarm.SRR5976183_ctg_651964_00002,-,MexE,RF0098,1.3e-14,56.2,7.3,1.1e-07,33.4,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976183,ctg_651964,2,China.pigfarm.SRR5976183_ctg_651964
5645,21745,China.pigfarm.SRR5976181_ctg_531157_00005,-,MexE,RF0098,1.3e-14,56.2,5.0,2.2e-07,32.4,2.1,2.3,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976181,ctg_531157,5,China.pigfarm.SRR5976181_ctg_531157
5647,14681,China.pigfarm.SRR5976185_ctg_241975_00004,-,MexE,RF0098,1.4e-14,56.2,3.1,1.4e-12,49.6,3.1,2.8,1,1,0,1,1,1,1,Solvent efflux pump periplasmic linker SrpA  ,China.pigfarm.SRR5976185,ctg_241975,4,China.pigfarm.SRR5976185_ctg_241975
5648,21748,China.pigfarm.SRR5976181_ctg_134232_00001,-,MexE,RF0098,1.3e-14,56.2,3.1,1.3e-12,49.6,3.1,2.8,1,1,0,1,1,1,1,Solvent efflux pump periplasmic linker SrpA ,China.pigfarm.SRR5976181,ctg_134232,1,China.pigfarm.SRR5976181_ctg_134232
5649,8049,China.pigfarm.SRR5976182_ctg_42312_00002,-,MexE,RF0098,1e-14,56.2,7.3,8.8e-08,33.4,0.4,2.2,1,1,0,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976182,ctg_42312,2,China.pigfarm.SRR5976182_ctg_42312
5650,20538,China.pigfarm.SRR5976181_ctg_331103_00006,-,adeC-adeK-oprM,RF0021,1.3e-14,56.2,2.7,1.9e-14,55.6,2.7,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_331103,6,China.pigfarm.SRR5976181_ctg_331103
5651,23069,China.pigfarm.SRR5976181_ctg_656957_00028,-,tet_MFS_efflux,RF0134,1.3e-14,56.2,25.3,1.8e-08,35.9,6.3,2.2,2,1,0,2,2,2,2,putative MFS-type transporter YhhS   ,China.pigfarm.SRR5976181,ctg_656957,28,China.pigfarm.SRR5976181_ctg_656957
5652,328,China.pigfarm.SRR5976186_ctg_727617_00017,-,adeC-adeK-oprM,RF0021,1.4e-14,56.1,22.0,2.1e-14,55.5,22.0,1.2,1,0,0,1,1,1,1,Outer membrane protein OprJ   ,China.pigfarm.SRR5976186,ctg_727617,17,China.pigfarm.SRR5976186_ctg_727617
5655,10077,China.pigfarm.SRR5976187_ctg_96355_00001,-,adeC-adeK-oprM,RF0021,1.3e-14,56.0,16.0,2.2e-13,52.0,16.0,2.0,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_96355,1,China.pigfarm.SRR5976187_ctg_96355
5656,20200,China.pigfarm.SRR5976181_ctg_685133_00002,-,adeA-adeI,RF0019,1.5e-14,56.0,13.7,1.5e-13,52.8,13.7,1.9,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976181,ctg_685133,2,China.pigfarm.SRR5976181_ctg_685133
5657,3817,China.pigfarm.SRR5976184_ctg_144911_00006,-,adeC-adeK-oprM,RF0021,1.3e-14,56.0,9.2,7.6e-13,50.2,6.5,2.1,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_144911,6,China.pigfarm.SRR5976184_ctg_144911
5658,20539,China.pigfarm.SRR5976181_ctg_214572_00013,-,adeC-adeK-oprM,RF0021,1.4e-14,56.0,15.7,2e-10,42.4,1.6,2.0,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_214572,13,China.pigfarm.SRR5976181_ctg_214572
5660,329,China.pigfarm.SRR5976186_ctg_277583_00002,-,adeC-adeK-oprM,RF0021,1.6e-14,55.9,9.5,8e-13,50.3,6.5,2.1,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_277583,2,China.pigfarm.SRR5976186_ctg_277583
5661,7078,China.pigfarm.SRR5976182_ctg_106145_00034,-,adeC-adeK-oprM,RF0021,1.2e-14,55.9,10.1,1.8e-14,55.3,10.1,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC   ,China.pigfarm.SRR5976182,ctg_106145,34,China.pigfarm.SRR5976182_ctg_106145
5662,10078,China.pigfarm.SRR5976187_ctg_589699_00002,-,adeC-adeK-oprM,RF0021,1.5e-14,55.9,21.1,1.8e-10,42.4,9.7,2.1,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_589699,2,China.pigfarm.SRR5976187_ctg_589699
5663,16917,China.pigfarm.SRR5976183_ctg_320430_00031,-,adeC-adeK-oprM,RF0021,1.6e-14,55.9,10.1,2.3e-14,55.3,10.1,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC   ,China.pigfarm.SRR5976183,ctg_320430,31,China.pigfarm.SRR5976183_ctg_320430
5664,13487,China.pigfarm.SRR5976185_ctg_5866_00003,-,adeC-adeK-oprM,RF0021,1.6e-14,55.9,10.1,2.4e-14,55.3,10.1,1.2,1,0,0,1,1,1,1,Outer membrane protein TolC    ,China.pigfarm.SRR5976185,ctg_5866,3,China.pigfarm.SRR5976185_ctg_5866
5671,20889,China.pigfarm.SRR5976181_ctg_583908_00005,-,ClassB,RF0054,2e-14,55.8,0.0,2.4e-14,55.5,0.0,1.2,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC    ,China.pigfarm.SRR5976181,ctg_583908,5,China.pigfarm.SRR5976181_ctg_583908
5673,9661,China.pigfarm.SRR5976182_ctg_637422_00008,-,vanW,RF0157,1.9e-14,55.7,0.0,3.3e-14,54.9,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_637422,8,China.pigfarm.SRR5976182_ctg_637422
5674,13156,China.pigfarm.SRR5976187_ctg_575618_00003,-,APH3'',RF0172,2.2e-14,55.7,0.7,1.4e-13,53.1,0.7,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976187,ctg_575618,3,China.pigfarm.SRR5976187_ctg_575618
5675,6824,China.pigfarm.SRR5976182_ctg_262339_00002,-,adeA-adeI,RF0019,1.5e-14,55.7,14.1,1.3e-13,52.6,14.1,1.9,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976182,ctg_262339,2,China.pigfarm.SRR5976182_ctg_262339
5676,9800,China.pigfarm.SRR5976187_ctg_541464_00004,-,adeA-adeI,RF0019,1.7e-14,55.7,22.7,1.7e-13,52.5,22.7,2.0,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_541464,4,China.pigfarm.SRR5976187_ctg_541464
5677,6825,China.pigfarm.SRR5976182_ctg_570753_00007,-,adeA-adeI,RF0019,1.5e-14,55.7,22.7,1.4e-13,52.5,22.7,2.0,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976182,ctg_570753,7,China.pigfarm.SRR5976182_ctg_570753
5678,21749,China.pigfarm.SRR5976181_ctg_184099_00011,-,MexE,RF0098,1.9e-14,55.7,4.2,1.6e-06,29.6,1.3,2.5,1,1,0,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976181,ctg_184099,11,China.pigfarm.SRR5976181_ctg_184099
5681,6721,China.pigfarm.SRR5976184_ctg_238210_00037,-,APH3'',RF0172,2.2e-14,55.7,0.4,1.7e-13,52.8,0.4,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_238210,37,China.pigfarm.SRR5976184_ctg_238210
5686,20201,China.pigfarm.SRR5976181_ctg_469562_00003,-,adeA-adeI,RF0019,1.9e-14,55.7,22.7,1.8e-13,52.5,22.7,2.0,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976181,ctg_469562,3,China.pigfarm.SRR5976181_ctg_469562
5688,13488,China.pigfarm.SRR5976185_ctg_268990_00005,-,adeC-adeK-oprM,RF0021,2e-14,55.6,21.2,2e-10,42.4,9.6,2.1,1,1,1,2,2,2,2,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_268990,5,China.pigfarm.SRR5976185_ctg_268990
5691,8050,China.pigfarm.SRR5976182_ctg_94232_00005,-,MexE,RF0098,1.6e-14,55.5,5.4,3.2e-08,34.8,0.8,2.1,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976182,ctg_94232,5,China.pigfarm.SRR5976182_ctg_94232
5692,13489,China.pigfarm.SRR5976185_ctg_92194_00002,-,adeC-adeK-oprM,RF0021,2.1e-14,55.5,9.5,1.1e-12,49.9,6.5,2.1,2,0,0,2,2,2,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_92194,2,China.pigfarm.SRR5976185_ctg_92194
5693,14682,China.pigfarm.SRR5976185_ctg_279077_00001,-,MexE,RF0098,2.2e-14,55.5,3.2,1.1e-07,33.5,0.4,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA    ,China.pigfarm.SRR5976185,ctg_279077,1,China.pigfarm.SRR5976185_ctg_279077
5694,9801,China.pigfarm.SRR5976187_ctg_636929_00033,-,adeA-adeI,RF0019,2e-14,55.5,7.6,1.2e-13,52.9,7.6,1.9,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_636929,33,China.pigfarm.SRR5976187_ctg_636929
5696,21751,China.pigfarm.SRR5976181_ctg_670521_00002,-,MexE,RF0098,2.1e-14,55.5,1.8,1.1e-07,33.4,0.2,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976181,ctg_670521,2,China.pigfarm.SRR5976181_ctg_670521
5698,11281,China.pigfarm.SRR5976187_ctg_157032_00002,-,MexE,RF0098,1.9e-14,55.5,3.2,9.4e-08,33.5,0.4,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976187,ctg_157032,2,China.pigfarm.SRR5976187_ctg_157032
5701,21750,China.pigfarm.SRR5976181_ctg_651709_00018,-,MexE,RF0098,2.1e-14,55.5,5.4,4.1e-08,34.8,0.8,2.1,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976181,ctg_651709,18,China.pigfarm.SRR5976181_ctg_651709
5703,13037,China.pigfarm.SRR5976187_ctg_78998_00026,-,vanH,RF0153,2.2e-14,55.4,0.3,2.1e-13,52.2,0.3,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976187,ctg_78998,26,China.pigfarm.SRR5976187_ctg_78998
5704,3359,China.pigfarm.SRR5976186_ctg_284974_00061,-,vanH,RF0153,2.4e-14,55.4,0.3,2.3e-13,52.2,0.3,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976186,ctg_284974,61,China.pigfarm.SRR5976186_ctg_284974
5705,19952,China.pigfarm.SRR5976183_ctg_381653_00021,-,vanH,RF0153,2.4e-14,55.4,0.3,2.2e-13,52.2,0.3,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase     ,China.pigfarm.SRR5976183,ctg_381653,21,China.pigfarm.SRR5976183_ctg_381653
